,2018-05-1,16.2,22.1,0.3,,,,,,17.4,79,7,ESE,9,1018.0,,,,,,
,2018-05-2,14.6,22.4,0,,,,,,19.4,44,6,S,9,1020.2,,,,,,
,2018-05-3,12.7,22.1,0.5,,,,,,15.1,64,7,ENE,11,1025.4,,,,,,
,2018-05-4,7.4,23.4,0,,,,,,13.3,61,6,ESE,7,1026.5,,,,,,
,2018-05-5,8.6,28.6,0,,,,,,19.5,24,1,NE,15,1021.5,,,,,,
,2018-05-6,15.7,23.5,1.8,,,,,,19.7,98,8,W,19,1019.1,,,,,,
,2018-05-7,13.9,23.8,0.2,,,,,,17.4,66,3,ENE,15,1024.0,,,,,,
,2018-05-8,11.1,23.6,0,,,,,,14.7,71,3,ESE,6,1021.1,,,,,,
,2018-05-9,9.3,28.5,0,,,,,,14.4,69,1,ESE,7,1023.9,,,,,,
,2018-05-10,14.2,30.5,0,,,,,,19.7,41,7,E,33,1022.5,,,,,,
,2018-05-11,17.9,29.3,0,,,,,,22.7,41,0,ENE,9,1021.4,,,,,,
,2018-05-12,12.6,27.4,0,,,,,,24.0,39,2,NNE,7,1022.0,,,,,,
,2018-05-13,13.1,24.9,0,,,,,,20.9,55,7,S,7,1024.9,,,,,,
,2018-05-14,12.0,27.0,0.2,,,,,,16.7,84,7,SSE,7,1027.2,,,,,,
,2018-05-15,14.6,31.0,0,,,,,,20.9,34,0,NE,11,1028.6,,,,,,
,2018-05-16,14.7,28.4,0,,,,,,20.1,43,4,ENE,9,1018.6,,,,,,
,2018-05-17,11.5,26.9,0,,,,,,17.6,46,7,ENE,15,1029.5,,,,,,
,2018-05-18,6.7,27.4,0,,,,,,16.7,48,1,ENE,13,1028.3,,,,,,
,2018-05-19,7.9,25.9,0,,,,,,18.1,39,4,ENE,15,1026.4,,,,,,
,2018-05-20,5.0,26.0,0,,,,,,15.6,46,0,ESE,4,1026.9,,,,,,
,2018-05-21,7.7,26.8,0,,,,,,17.2,44,0,ENE,15,1026.8,,,,,,
,2018-05-22,11.4,28.0,0,,,,,,20.1,35,0,NE,13,1022.9,,,,,,
,2018-05-23,11.6,26.9,0,,,,,,20.5,28,2,NE,13,1018.8,,,,,,
,2018-05-24,7.2,26.4,0,,,,,,22.9,36,7,N,33,1010.0,,,,,,
,2018-05-25,12.7,20.4,18.4,,,,,,15.7,86,7,WNW,41,1003.9,,,,,,
,2018-05-26,15.5,21.3,3.2,,,,,,18.3,82,7,WSW,41,1010.4,,,,,,
,2018-05-27,16.4,21.5,2.6,,,,,,20.0,72,7,W,22,1018.4,,,,,,
,2018-05-28,13.1,21.3,0.4,,,,,,16.0,67,5,E,4,1024.6,,,,,,
,2018-05-29,8.9,23.5,0,,,,,,14.1,71,0,NE,6,1026.8,,,,,,
,2018-05-30,8.5,24.9,0,,,,,,16.1,40,3,NE,9,1020.3,,,,,,
,2018-05-31,6.2,22.5,0,,,,,,17.9,87,7,N,15,1013.2,,,,,,
