day,rain
-1857,0.0
-1856,1.4
-1855,0.0
-1854,7.2
-1853,0.0
-1852,0.0
-1851,0.0
-1850,0.0
-1849,0.0
-1848,0.0
-1847,3.8
-1846,0.0
-1845,4.6
-1844,0.0
-1843,0.0
-1842,0.0
-1841,0.0
-1840,0.0
-1839,0.0
-1838,0.0
-1837,0.0
-1836,0.0
-1835,0.8
-1834,0.0
-1833,0.0
-1832,7.0
-1831,11.8
-1830,0.0
-1829,0.0
-1828,0.0
-1827,0.0
-1826,3.0
-1825,0.0
-1824,0.0
-1823,0.0
-1822,0.0
-1821,0.0
-1820,0.0
-1819,0.0
-1818,0.0
-1817,0.0
-1816,0.0
-1815,0.0
-1814,0.0
-1813,0.0
-1812,5.2
-1811,3.4
-1810,0.0
-1809,0.0
-1808,0.0
-1807,0.0
-1806,0.0
-1805,0.4
-1804,0.0
-1803,8.4
-1802,0.0
-1801,0.0
-1800,0.0
-1799,25.0
-1798,13.2
-1797,127.0
-1796,2.4
-1795,2.0
-1794,0.0
-1793,47.4
-1792,2.2
-1791,0.0
-1790,2.0
-1789,0.0
-1788,0.0
-1787,0.0
-1786,0.0
-1785,0.0
-1784,12.4
-1783,1.8
-1782,0.0
-1781,0.0
-1780,3.2
-1779,0.0
-1778,4.6
-1777,1.6
-1776,0.0
-1775,0.0
-1774,21.0
-1773,2.2
-1772,38.0
-1771,101.2
-1770,3.4
-1769,0.0
-1768,0.0
-1767,0.0
-1766,31.6
-1765,23.8
-1764,17.4
-1763,2.2
-1762,0.8
-1761,0.0
-1760,0.0
-1759,0.0
-1758,0.0
-1757,0.0
-1756,0.0
-1755,0.0
-1754,0.0
-1753,0.0
-1752,1.2
-1751,0.0
-1750,0.0
-1749,0.0
-1748,0.0
-1747,0.0
-1746,0.0
-1745,0.0
-1744,0.0
-1743,0.0
-1742,0.0
-1741,0.0
-1740,0.0
-1739,0.0
-1738,2.4
-1737,0.0
-1736,0.0
-1735,2.4
-1734,1.4
-1733,15.4
-1732,21.4
-1731,
-1730,22.6
-1729,0.8
-1728,0.0
-1727,7.2
-1726,2.2
-1725,0.0
-1724,0.0
-1723,0.0
-1722,0.0
-1721,0.0
-1720,16.4
-1719,0.0
-1718,0.0
-1717,1.2
-1716,27.6
-1715,18.0
-1714,1.0
-1713,0.0
-1712,0.0
-1711,0.0
-1710,0.0
-1709,0.0
-1708,0.0
-1707,0.0
-1706,0.0
-1705,0.0
-1704,0.0
-1703,1.0
-1702,0.0
-1701,0.0
-1700,0.0
-1699,0.0
-1698,0.0
-1697,0.0
-1696,0.0
-1695,0.0
-1694,0.0
-1693,0.0
-1692,0.0
-1691,0.0
-1690,0.0
-1689,0.0
-1688,0.0
-1687,0.0
-1686,0.0
-1685,0.0
-1684,0.0
-1683,
-1682,145.0
-1681,9.8
-1680,0.0
-1679,0.0
-1678,10.4
-1677,1.2
-1676,0.0
-1675,0.0
-1674,0.0
-1673,13.4
-1672,12.4
-1671,0.0
-1670,0.0
-1669,0.0
-1668,0.0
-1667,0.0
-1666,0.0
-1665,0.0
-1664,4.4
-1663,0.0
-1662,7.0
-1661,0.0
-1660,0.0
-1659,0.0
-1658,0.0
-1657,0.0
-1656,6.2
-1655,0.0
-1654,0.0
-1653,0.0
-1652,12.6
-1651,77.6
-1650,37.6
-1649,116.6
-1648,15.4
-1647,4.0
-1646,49.4
-1645,6.6
-1644,0.0
-1643,0.0
-1642,0.0
-1641,0.0
-1640,0.0
-1639,0.0
-1638,0.0
-1637,0.0
-1636,0.0
-1635,2.2
-1634,0.0
-1633,0.0
-1632,0.0
-1631,0.0
-1630,2.2
-1629,0.0
-1628,0.0
-1627,0.0
-1626,0.0
-1625,4.8
-1624,0.0
-1623,0.0
-1622,0.0
-1621,0.0
-1620,0.0
-1619,0.0
-1618,0.0
-1617,0.0
-1616,0.0
-1615,0.0
-1614,6.8
-1613,0.0
-1612,0.0
-1611,0.0
-1610,0.0
-1609,0.0
-1608,0.0
-1607,1.4
-1606,6.4
-1605,1.2
-1604,0.0
-1603,0.0
-1602,0.0
-1601,0.0
-1600,0.0
-1599,0.0
-1598,0.0
-1597,0.0
-1596,0.0
-1595,0.0
-1594,0.0
-1593,0.0
-1592,0.0
-1591,0.0
-1590,0.0
-1589,0.0
-1588,0.0
-1587,0.0
-1586,0.0
-1585,0.0
-1584,0.0
-1583,0.0
-1582,0.0
-1581,0.0
-1580,0.0
-1579,0.0
-1578,0.0
-1577,0.0
-1576,0.0
-1575,0.0
-1574,0.0
-1573,0.0
-1572,0.0
-1571,0.0
-1570,0.0
-1569,9.2
-1568,0.0
-1567,0.0
-1566,123.4
-1565,0.0
-1564,0.0
-1563,0.0
-1562,0.0
-1561,0.0
-1560,0.0
-1559,0.0
-1558,0.0
-1557,0.0
-1556,0.0
-1555,0.0
-1554,0.0
-1553,0.0
-1552,0.0
-1551,0.0
-1550,0.0
-1549,5.4
-1548,0.0
-1547,0.0
-1546,0.0
-1545,0.0
-1544,0.0
-1543,0.0
-1542,0.0
-1541,0.0
-1540,0.0
-1539,0.0
-1538,0.0
-1537,0.0
-1536,0.0
-1535,0.0
-1534,0.0
-1533,0.0
-1532,0.0
-1531,0.0
-1530,10.8
-1529,0.0
-1528,0.0
-1527,0.0
-1526,0.0
-1525,0.0
-1524,0.0
-1523,0.0
-1522,0.0
-1521,1.4
-1520,0.0
-1519,0.0
-1518,0.0
-1517,0.0
-1516,0.0
-1515,0.0
-1514,0.0
-1513,0.0
-1512,4.2
-1511,40.5
-1510,52.0
-1509,2.2
-1508,0.0
-1507,0.0
-1506,57.7
-1505,16.8
-1504,21.4
-1503,99.2
-1502,0.0
-1501,0.0
-1500,8.0
-1499,11.4
-1498,0.0
-1497,0.0
-1496,6.4
-1495,0.0
-1494,0.0
-1493,0.0
-1492,8.2
-1491,0.0
-1490,0.0
-1489,0.0
-1488,0.0
-1487,6.8
-1486,0.0
-1485,0.0
-1484,0.0
-1483,0.0
-1482,0.0
-1481,0.0
-1480,0.0
-1479,0.0
-1478,0.0
-1477,8.8
-1476,15.2
-1475,0.0
-1474,0.0
-1473,0.0
