,2018-01-1,24.9,35.4,0,,,NNW,35,16:21,30.3,75,,WSW,6,1007.5,28.9,65,,NNE,13,1003.1
,2018-01-2,24.0,35.0,5.6,,,N,31,16:52,28.0,83,,E,4,1008.0,34.4,53,,NNW,9,1004.3
,2018-01-3,24.1,33.1,18.0,,,ESE,24,04:19,25.0,83,,S,7,1008.5,31.1,60,,ENE,7,1004.7
,2018-01-4,24.4,35.2,0.2,,,ESE,54,16:26,29.4,71,,W,6,1008.8,34.8,50,,W,9,1003.9
,2018-01-5,22.7,34.7,57.4,,,E,46,18:39,26.3,87,,ESE,9,1008.0,33.9,50,,WNW,6,1004.2
,2018-01-6,22.4,30.9,57.6,,,ESE,20,14:11,24.5,90,,ESE,7,1009.0,29.9,66,,SE,13,1005.0
,2018-01-7,24.4,27.6,8.8,,,N,28,15:53,24.9,95,,NE,9,1009.7,27.3,81,,N,13,1006.6
,2018-01-8,23.9,33.0,12.4,,,N,46,16:54,25.6,88,,NNE,9,1009.6,31.8,60,,NNW,13,1006.6
,2018-01-9,24.3,33.4,7.0,,,N,28,17:37,26.3,90,,E,6,1010.0,32.0,59,,ESE,6,1006.7
,2018-01-10,24.0,31.7,1.4,,,SW,20,14:05,25.9,90,,E,6,,26.3,84,,WNW,15,1006.5
,2018-01-11,23.4,33.1,6.0,,,WNW,30,14:31,27.1,80,,ENE,7,1008.0,31.2,64,,NW,15,1005.3
,2018-01-12,,,,,,,,,27.1,85,,N,6,1008.4,30.9,70,,SE,9,1005.1
,2018-01-13,22.7,33.9,,,,,,,26.3,83,,E,6,1010.0,32.6,52,,,,1006.6
,2018-01-14,24.0,,2.8,,,,,,28.5,75,,S,6,1008.8,,,,ENE,6,1005.5
,2018-01-15,,,,,,,,,29.4,70,,,,1006.8,33.7,55,,W,7,1003.2
,2018-01-16,23.4,34.7,,,,SE,48,20:31,26.7,79,,SSW,4,1005.8,33.8,50,,NE,6,1002.6
,2018-01-17,22.5,32.6,20.4,,,E,41,05:42,24.4,89,, ,Calm,1004.8,32.0,56,,ENE,6,1003.3
,2018-01-18,23.2,31.8,0.2,,,WSW,22,15:06,26.2,83,,ENE,9,1006.6,30.2,66,,NE,4,1003.4
,2018-01-19,23.8,32.8,24.2,,,NW,31,16:38,26.2,86,,E,7,1007.0,31.9,58,,E,11,1003.0
,2018-01-20,23.5,31.6,6.0,,,NNW,24,15:02,26.7,81,,SSE,2,1005.8,28.7,74,,N,13,1002.3
,2018-01-21,23.5,31.1,5.0,,,W,28,14:33,26.3,85,,WNW,6,1003.4,26.7,85,,W,13,1000.6
,2018-01-22,22.2,30.9,22.0,,,W,43,12:49,24.9,87,,SSE,4,1001.8,23.9,96,,WSW,7,1000.1
,2018-01-23,22.1,31.3,49.6,,,WSW,31,13:47,23.6,96,,WNW,4,1002.4,29.0,79,,WSW,7,999.5
,2018-01-24,23.6,31.2,16.0,,,W,30,13:34,26.6,86,,WSW,7,1001.2,31.1,66,,W,11,997.3
,2018-01-25,23.1,27.3,47.0,,,W,26,13:44,24.3,98,,W,4,1000.6,23.5,97,,W,6,998.4
,2018-01-26,23.4,30.1,71.2,,,WNW,43,03:25,23.6,98,,W,6,1001.3,28.3,85,,NW,15,998.0
,2018-01-27,23.6,26.7,40.8,,,,,,25.5,93,,NW,11,1001.7,24.9,97,,NNW,11,999.4
,2018-01-28,22.9,26.1,,,,NW,57,18:38,24.1,97,,N,11,1002.6,24.4,98,,NW,4,1000.1
,2018-01-29,22.2,24.5,108.0,,,NW,59,10:44,22.6,98,,WNW,20,1003.3,24.2,98,,NW,9,1001.2
,2018-01-30,22.6,27.6,98.0,,,W,41,16:40,23.3,98,,E,9,1005.0,25.9,92,,ESE,6,1002.9
,2018-01-31,22.1,31.6,71.6,,,W,43,13:51,27.5,86,,WNW,6,1006.7,30.6,60,,WNW,15,1004.7
