,2018-02-1,24.6,32.6,14.8,,,W,41,13:05,28.1,83,,WNW,9,1007.9,32.0,53,,W,19,1004.5
,2018-02-2,22.9,32.0,0,,,WNW,35,18:49,27.9,77,,W,9,1007.3,29.6,70,,W,11,1004.4
,2018-02-3,23.8,32.3,3.4,,,,,,28.2,80,,WSW,7,1007.5,26.5,84,,ESE,11,1004.2
,2018-02-4,,,,,,,,,,,,,,,,,,,,
,2018-02-5,,31.3,,,,,,,28.3,85,,,,1006.8,24.1,99,,SW,7,1005.0
,2018-02-6,,30.7,,,,,,,24.3,95,,E,6,1007.2,29.7,71,,W,4,1003.9
,2018-02-7,23.5,33.6,0.2,,,SSW,26,16:10,26.9,83,, ,Calm,1008.4,32.1,55,,E,7,1003.9
,2018-02-8,24.4,33.5,0.2,,,ESE,30,15:36,27.5,84,,S,6,1008.9,31.5,60,,NNW,6,1003.9
,2018-02-9,24.0,31.9,0,,,ESE,46,14:39,26.7,84,,E,15,1008.7,24.2,94,,ENE,19,1005.5
,2018-02-10,23.4,30.8,26.4,,,ESE,28,07:05,25.5,86,,SE,9,1008.7,30.0,72,,ENE,11,1005.4
,2018-02-11,24.7,31.9,0.2,,,NW,20,21:32,26.8,87,,E,9,1008.5,31.4,58,,ESE,6,1005.4
,2018-02-12,25.0,33.1,0.2,,,NW,28,14:34,26.8,86,,SW,2,1008.1,27.4,83,,NW,13,1004.7
,2018-02-13,24.3,30.2,0.2,,,,,,25.9,92,,NW,2,1008.8,24.5,98,,NNE,4,1005.4
,2018-02-14,,30.3,,,,,,,24.6,94,,NNE,9,1007.7,29.1,74,,NNE,15,1005.1
,2018-02-15,24.4,31.3,,,,NE,26,20:41,25.7,93,,SE,6,1011.6,30.0,70,,W,2,1008.7
,2018-02-16,23.7,29.9,9.2,,,NW,46,12:18,26.0,94,,E,6,1011.1,24.4,98,,ENE,9,1009.1
,2018-02-17,23.2,29.6,23.4,,,NNW,43,13:13,25.9,87,,NE,9,1010.0,25.1,90,,NW,4,1007.4
,2018-02-18,23.0,31.1,1.6,,,N,22,11:11,26.8,93,,ENE,6,1009.9,30.0,69,,NNW,11,1007.6
,2018-02-19,24.1,32.7,2.6,,,WNW,30,14:47,26.9,89,,NNE,4,1009.9,26.5,82,,W,13,1006.8
,2018-02-20,24.5,30.9,1.0,,,W,26,13:26,25.9,94,,WNW,4,1009.1,28.9,71,,W,9,1007.0
,2018-02-21,23.0,32.9,0.2,,,N,26,16:52,27.4,84,,WNW,7,1008.1,32.3,60,,W,15,1004.4
,2018-02-22,24.5,33.5,0.2,,,WSW,26,12:37,28.1,84,,W,9,1007.3,30.9,77,,NW,4,1003.9
,2018-02-23,25.6,35.2,5.8,,,SSW,39,17:13,28.6,88,,W,13,1007.5,34.7,53,,WNW,9,1003.1
,2018-02-24,23.1,30.3,20.2,,,E,28,00:23,25.4,95,,SSE,9,1008.8,30.1,65,,SSW,7,1006.3
,2018-02-25,24.4,34.4,0.2,,,,,,28.0,68,,SW,6,1008.5,34.0,52,,WNW,9,1004.0
,2018-02-26,24.4,34.6,0,,,NNW,19,15:15,27.6,84,,SSE,6,1007.7,33.1,51,,N,7,1004.2
,2018-02-27,24.6,33.8,0,,,NW,24,14:12,27.6,86,, ,Calm,1008.6,27.9,76,,NW,9,1005.6
,2018-02-28,24.4,34.6,0,,,WNW,24,17:32,28.3,83,,SE,2,1008.4,33.7,53,,NW,4,1005.3
