,2018-04-1,15.5,35.8,0,,,,,,25.4,27,,SSE,7,1014.4,34.7,14,,WSW,13,1010.9
,2018-04-2,21.1,31.0,0,,,SE,54,11:47,23.3,35,,SSE,37,1016.9,30.1,23,,SSE,30,1015.0
,2018-04-3,15.4,28.8,0,,,SE,44,09:39,18.7,45,,SE,28,1021.2,27.3,20,,SE,28,1017.2
,2018-04-4,14.9,31.4,0,,,SE,35,10:30,21.6,32,,SE,20,1018.3,30.5,16,,ESE,13,1013.6
,2018-04-5,17.7,32.6,0,,,SSE,37,23:47,24.3,21,,SE,22,1015.9,31.4,16,,SE,15,1012.7
,2018-04-6,17.2,31.7,0,,,SSE,33,00:02,22.5,27,,SSE,20,1018.5,31.0,15,,SSE,19,1015.5
,2018-04-7,15.8,33.9,0,,,SSE,35,01:27,22.2,27,,SE,9,1019.4,33.7,13,,S,19,1015.5
,2018-04-8,13.7,35.4,0,,,WNW,26,12:24,24.7,21,, ,Calm,1018.5,35.0,9,,WNW,9,1015.0
,2018-04-9,15.2,36.1,0,,,NNW,28,14:39,25.3,17,, ,Calm,1019.3,35.6,10,,NNW,9,1016.0
,2018-04-10,16.2,37.3,0,,,N,30,12:01,25.7,17,,SW,7,1018.9,36.7,9,,NW,15,1015.7
,2018-04-11,15.9,38.0,0,,,N,46,13:03,26.8,17,,ENE,15,1017.2,37.1,9,,N,33,1013.1
,2018-04-12,25.1,36.0,0,,,WNW,43,13:36,28.3,20,,N,20,1013.5,35.3,12,,NW,28,1010.8
,2018-04-13,19.1,33.1,0,,,WNW,57,14:16,23.1,35,,SSE,13,1013.2,32.1,20,,WNW,31,1007.9
,2018-04-14,15.8,24.4,0,,,W,52,13:58,18.0,49,,WSW,26,1012.5,24.0,30,,W,37,1009.2
,2018-04-15,14.1,25.6,0,,,WSW,41,15:10,18.3,59,,WSW,26,1015.6,24.6,38,,WSW,22,1013.4
,2018-04-16,13.8,26.9,0,,,WSW,33,13:08,20.0,56,,SW,9,1018.7,26.2,37,,WSW,20,1016.8
,2018-04-17,14.6,26.6,0,,,SE,43,08:50,18.1,65,,SE,30,1022.6,25.5,33,,SSE,15,1019.1
,2018-04-18,12.1,28.2,0,,,E,20,11:18,18.3,32,,SE,9,1021.1,28.1,21,,NW,6,1016.0
,2018-04-19,12.1,30.3,0,,,S,43,13:26,20.9,27,, ,Calm,1018.0,30.0,19,,S,6,1015.3
,2018-04-20,12.9,30.9,0,,,S,33,14:41,22.5,26,,SSE,9,1019.3,30.1,14,,ESE,22,1016.2
,2018-04-21,11.7,31.1,0,,,S,44,12:47,20.6,26,, ,Calm,1020.6,30.1,14,,SSE,20,1017.9
,2018-04-22,12.8,32.1,0,,,SE,46,14:37,23.0,22,,ENE,2,1021.2,31.3,14,,SE,24,1017.7
,2018-04-23,12.2,31.7,0,,,E,26,16:15,22.7,25,,S,7,1019.3,31.2,14,,ESE,13,1016.9
,2018-04-24,12.9,31.9,0,,,N,26,11:59,23.2,24,,W,7,1019.0,31.5,13,,W,9,1015.9
,2018-04-25,19.6,29.0,0,,,WSW,46,23:31,24.0,33,,S,15,1017.4,28.3,22,,ENE,11,1014.5
,2018-04-26,14.6,26.7,0,,,SSW,43,00:17,19.8,57,,SE,28,1020.6,25.7,34,,SSE,17,1018.3
,2018-04-27,9.5,24.9,0,,,SSE,39,11:29,16.8,50,,SE,20,1024.8,24.6,26,,SSE,17,1021.7
,2018-04-28,8.9,24.8,0,,,SSE,31,15:12,16.8,43,,SSE,15,1024.0,24.2,27,,SE,19,1021.1
,2018-04-29,13.4,25.8,0,,,SSE,39,13:43,18.3,41,,SSE,15,1025.8,25.1,25,,ESE,22,1023.7
,2018-04-30,9.4,24.1,0,,,SE,30,10:55,15.9,45,,SE,17,1027.2,23.6,20,,SE,15,1023.5
