,2018-06-1,20.2,32.4,0,,,ESE,37,09:34,25.1,50,,ESE,15,1014.3,32.0,28,,E,13,1010.0
,2018-06-2,18.0,32.1,0,,,SE,37,12:23,23.8,58,,ESE,11,1014.6,30.9,29,,SSE,15,1010.1
,2018-06-3,,31.6,0,,,ESE,37,13:25,23.7,34,,SE,11,1014.5,30.5,17,,SE,13,
,2018-06-4,,30.6,0,,,SE,37,09:47,22.7,28,,SE,17,1015.3,30.3,11,,ESE,15,1010.9
,2018-06-5,15.3,30.1,0,,,ESE,35,10:01,21.7,26,,SE,15,1016.4,29.1,14,,ESE,19,1012.7
,2018-06-6,12.4,30.4,0,,,ESE,33,13:14,20.6,43,,E,13,,29.4,17,,ENE,9,
,2018-06-7,,,0,,,ESE,20,13:15,,,,E,9,1016.5,29.7,31,,ENE,9,1012.2
,2018-06-8,16.3,32.2,0,,,ESE,28,09:59,23.0,64,,ESE,15,1016.2,30.8,33,,ENE,7,1011.7
,2018-06-9,17.1,31.8,0,,,ENE,24,12:11,22.8,71,,ESE,6,1016.4,31.1,38,,SE,7,1012.2
,2018-06-10,18.1,33.6,0,,,SE,35,13:12,25.4,70,,NNW,2,1017.3,32.7,19,,SE,15,1013.0
,2018-06-11,16.8,33.3,0,,,ESE,33,12:23,24.4,76,,NE,7,1016.5,32.1,29,,SE,9,1012.3
,2018-06-12,18.1,33.3,0,,,ESE,24,11:34,24.8,78,,NE,7,1014.9,32.8,38,,NE,7,1010.3
,2018-06-13,18.6,33.2,0,,,NW,24,18:45,25.0,79,,WSW,4,1014.0,32.4,38,,S,6,1010.1
,2018-06-14,19.1,32.7,0,,,E,19,10:16,25.5,72,,N,4,1014.6,31.0,42,,SSE,9,1011.4
,2018-06-15,21.1,32.7,0,,,ESE,37,13:56,24.5,80,,E,9,1017.0,32.2,26,,ESE,19,1013.1
,2018-06-16,20.2,32.6,0,,,SE,46,11:26,25.3,54,,ESE,19,1016.7,31.6,31,,ESE,19,1013.1
,2018-06-17,19.9,32.0,0,,,ESE,43,10:15,23.1,48,,SE,24,1017.0,31.4,20,,SE,24,1013.1
,2018-06-18,19.1,32.0,0,,,SE,39,09:51,22.5,26,,SE,15,1016.3,30.7,26,,ESE,17,1012.6
,2018-06-19,18.9,32.6,0,,,SE,31,10:12,23.7,32,,SE,13,1017.3,31.5,29,,SE,9,1013.0
,2018-06-20,16.9,33.7,0,,,ESE,31,15:01,25.3,27,,SE,15,1016.8,33.5,21,,E,15,1012.9
,2018-06-21,15.8,32.5,0,,,ESE,33,10:51,23.7,26,,SE,17,1017.0,31.9,10,,E,11,1013.1
,2018-06-22,12.8,31.8,0,,,SE,37,10:27,22.1,33,,SE,19,1016.8,30.5,12,,SE,15,1013.0
,2018-06-23,13.5,31.4,0,,,E,33,13:05,21.1,25,,SE,13,1016.6,30.7,10,,ESE,17,1012.8
,2018-06-24,15.4,31.6,0,,,E,35,13:45,22.0,34,,SE,13,1016.2,30.3,24,,SE,19,1012.4
,2018-06-25,16.3,32.4,0,,,E,35,12:08,24.1,50,,SE,11,1016.0,31.6,32,,E,13,1011.5
,2018-06-26,18.5,33.1,0,,,ESE,41,12:16,24.3,58,,SE,15,1015.6,31.8,32,,SE,24,1011.7
,2018-06-27,17.1,31.8,0,,,SE,46,13:00,24.5,55,,SE,17,1015.8,30.6,34,,SE,17,1012.2
,2018-06-28,17.1,31.3,0,,,ESE,43,11:31,23.8,47,,SE,17,1015.7,30.3,30,,SE,17,1011.0
,2018-06-29,15.7,32.4,0,,,,,,24.3,52,,ESE,7,1014.9,31.3,30,,SE,11,1010.3
,2018-06-30,19.2,34.6,,,,ESE,35,10:56,26.1,58,,ESE,9,1014.0,33.3,30,,ESE,20,1010.6
