,2018-04-1,12.9,30.0,0,,,,,,19.7,55,1,SE,24,1018.7,,,,,,
,2018-04-2,14.4,32.0,0,,,,,,23.7,50,1,E,24,1016.0,,,,,,
,2018-04-3,17.2,27.0,0,,,,,,25.1,76,0,WNW,7,1014.7,,,,,,
,2018-04-4,20.5,25.9,0,,,,,,23.5,76,5,SSW,19,1017.4,,,,,,
,2018-04-5,16.7,25.6,0,,,,,,21.6,72,0,E,6,1016.4,,,,,,
,2018-04-6,14.5,27.4,0,,,,,,22.5,68,1,E,6,1015.3,,,,,,
,2018-04-7,18.7,26.0,0,,,,,,22.6,70,7,SW,19,1015.6,,,,,,
,2018-04-8,14.3,25.1,0,,,,,,21.2,76,3,SE,9,1016.4,,,,,,
,2018-04-9,18.6,24.8,0,,,,,,21.3,62,7,WSW,19,1017.4,,,,,,
,2018-04-10,16.1,23.6,0,,,,,,20.1,57,6,SSW,24,1020.6,,,,,,
,2018-04-11,11.1,23.9,0,,,,,,19.7,54,7,NE,7,1022.8,,,,,,
,2018-04-12,10.3,24.1,0,,,,,,20.0,61,1,E,7,1020.6,,,,,,
,2018-04-13,12.3,23.7,0.4,,,,,,19.9,66,6,SE,6,1023.4,,,,,,
,2018-04-14,10.8,24.8,0,,,,,,17.3,68,0,ESE,15,1023.3,,,,,,
,2018-04-15,9.3,28.3,0,,,,,,19.4,57,4,ESE,11,1019.2,,,,,,
,2018-04-16,17.0,29.5,0,,,,,,26.5,36,7,NW,4,1014.5,,,,,,
,2018-04-17,18.8,25.5,0,,,,,,21.4,66,6,SSW,19,1018.7,,,,,,
,2018-04-18,13.9,24.4,1.2,,,,,,18.1,98,7, ,Calm,1018.9,,,,,,
,2018-04-19,8.8,22.9,0.4,,,,,,18.6,70,3,E,6,1015.8,,,,,,
,2018-04-20,10.1,24.4,0,,,,,,20.5,65,1,N,6,1015.9,,,,,,
,2018-04-21,11.4,26.4,0,,,,,,20.5,65,6,N,4,1016.8,,,,,,
,2018-04-22,16.8,24.9,2.4,,,,,,20.4,92,8,N,28,1013.4,,,,,,
,2018-04-23,18.4,24.3,4.8,,,,,,19.8,72,3,SW,19,1018.0,,,,,,
,2018-04-24,12.1,23.4,0,,,,,,18.9,73,7,ENE,6,1021.3,,,,,,
,2018-04-25,9.7,27.0,0,,,,,,17.4,71,1,SE,7,1021.0,,,,,,
,2018-04-26,9.8,25.9,0,,,,,,20.0,54,7, ,Calm,1014.9,,,,,,
,2018-04-27,14.8,24.7,0,,,,,,18.9,78,5,SE,15,1019.7,,,,,,
,2018-04-28,12.6,29.6,0.2,,,,,,19.7,71,7,ESE,19,1022.5,,,,,,
,2018-04-29,15.2,34.3,0,,,,,,25.0,41,0,NE,28,1020.7,,,,,,
,2018-04-30,16.1,28.3,0,,,,,,23.2,55,3,NNW,19,1015.0,,,,,,
