day,rain
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0.2
13,3.2
14,1.8
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,9.2
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,2.0
51,0
52,0
53,0.2
54,0
55,1.2
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,2.4
77,1.2
78,0
79,0
80,0
81,0
82,0
83,16.8
84,0.2
85,0.8
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,2.0
105,8.4
106,3.2
107,1.0
108,0
109,0
110,0
111,0.4
112,0
113,0
114,0
115,0.2
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0.2
124,7.2
125,0
126,0
127,0
128,0.2
129,0
130,2.8
131,1.0
132,0
133,0
134,0
135,0
136,6.2
137,0
138,0.2
139,0.2
140,0
141,0.2
142,0
143,0
144,0
145,0
146,0
147,0
148,3.8
149,1.4
150,1.4
151,0.2
152,0
153,0
154,0
155,0.2
156,0.2
157,0
158,0
159,1.0
160,0.6
161,0
162,0
163,5.4
164,2.2
165,7.0
166,7.2
167,6.2
168,7.2
169,1.2
170,0
171,0
172,0
173,0
174,0
175,0.2
176,0
177,0
178,0
179,0
180,0
181,0.6
182,0
183,0
184,0
185,0
186,0
187,1.8
188,5.0
189,0.4
190,0
191,0
192,0.2
193,1.4
194,0
195,0
196,0
197,0.2
198,0
199,0.8
200,0
201,10.2
202,0.6
203,0
204,0
205,1.4
206,0.8
207,0
208,0.2
209,0
210,4.4
211,0.4
212,0.2
213,0
214,0
215,5.0
216,3.6
217,0
218,2.2
219,8.0
220,0.4
221,0.2
222,0
223,8.0
224,6.6
225,1.0
226,0.2
227,0
228,0.2
229,0.4
230,5.4
231,1.0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
