,2018-05-1,8.3,21.7,0,,,,,,17.2,54,3,N,17,1023.9,,,,,,
,2018-05-2,9.0,24.8,0,,,,,,17.0,52,1,NNW,4,1016.0,,,,,,
,2018-05-3,15.1,15.6,0.2,,,,,,15.5,88,8,WNW,33,1010.1,,,,,,
,2018-05-4,7.0,16.5,7.2,,,,,,11.8,81,1,WSW,33,1020.7,,,,,,
,2018-05-5,7.8,18.6,0,,,,,,13.5,78,2,NW,4,1031.1,,,,,,
,2018-05-6,7.0,20.0,0,,,,,,13.5,93,1,ENE,4,1033.0,,,,,,
,2018-05-7,9.5,20.8,0,,,,,,13.0,75,8,N,4,1019.6,,,,,,
,2018-05-8,9.7,18.4,0.2,,,,,,12.1,96,7,E,4,1023.8,,,,,,
,2018-05-9,7.1,16.8,0,,,,,,13.0,88,3,W,9,1022.7,,,,,,
,2018-05-10,7.0,12.5,2.8,,,,,,10.5,83,2,WSW,33,1020.7,,,,,,
,2018-05-11,5.5,13.9,1.0,,,,,,9.5,87,1,SSW,24,1025.5,,,,,,
,2018-05-12,5.4,16.8,0,,,,,,10.4,85,4,SW,4,1030.0,,,,,,
,2018-05-13,9.4,17.4,0,,,,,,10.0,100,8,SE,4,1032.2,,,,,,
,2018-05-14,4.8,16.3,0,,,,,,9.2,97,3,E,4,1030.3,,,,,,
,2018-05-15,7.2,16.3,0,,,,,,11.5,82,8, ,Calm,1029.4,,,,,,
,2018-05-16,3.6,14.1,6.2,,,,,,8.5,71,0,ESE,17,1033.5,,,,,,
,2018-05-17,6.2,13.8,0,,,,,,8.7,75,8,S,4,1032.5,,,,,,
,2018-05-18,8.7,15.5,0.2,,,,,,11.6,99,8,SW,17,1029.0,,,,,,
,2018-05-19,8.0,,0.2,,,,,,11.4,97,7,WSW,9,1028.2,,,,,,
,2018-05-20,,17.7,0,,,,,,,,,,,,,,,,,
,2018-05-21,3.9,15.7,0.2,,,,,,12.6,71,3,SSW,33,1030.4,,,,,,
,2018-05-22,10.3,13.9,0,,,,,,12.2,78,8,W,4,1031.4,,,,,,
,2018-05-23,10.0,15.0,0,,,,,,12.2,78,8,S,4,1031.5,,,,,,
,2018-05-24,10.1,15.1,0,,,,,,11.0,73,8,SE,4,1029.4,,,,,,
,2018-05-25,5.3,16.7,0,,,,,,9.0,77,2,ENE,9,1027.3,,,,,,
,2018-05-26,8.2,20.0,0,,,,,,11.0,65,7,N,4,1024.3,,,,,,
,2018-05-27,11.0,19.6,0,,,,,,15.0,64,8,N,4,1019.8,,,,,,
,2018-05-28,9.3,22.3,3.8,,,,,,17.0,67,1,NW,24,1017.5,,,,,,
,2018-05-29,8.6,14.6,1.4,,,,,,10.7,77,0,WSW,33,1019.3,,,,,,
,2018-05-30,4.9,14.3,1.4,,,,,,9.7,76,0,WNW,24,1028.6,,,,,,
,2018-05-31,7.6,16.0,0.2,,,,,,10.4,96,8,SE,4,1031.4,,,,,,
