,2018-01-1,12.8,26.0,0,,,,,,17.2,67,7,S,6,1010.6,,,,,,
,2018-01-2,11.0,24.3,0,,,,,,18.0,58,3,SSW,6,1011.3,,,,,,
,2018-01-3,10.8,28.0,0,,,,,,16.6,55,7,ESE,17,1017.2,,,,,,
,2018-01-4,11.2,33.7,0,,,,,,19.5,52,0,NNE,9,1016.8,,,,,,
,2018-01-5,14.0,38.5,0,,,,,,23.0,37,0,ENE,9,1015.3,,,,,,
,2018-01-6,20.7,41.2,0,,,,,,35.9,10,0,N,33,1009.8,,,,,,
,2018-01-7,14.2,33.6,0,,,,,,18.5,65,2,SSE,6,1014.0,,,,,,
,2018-01-8,14.1,32.0,0,,,,,,15.6,78,6,SE,9,1013.7,,,,,,
,2018-01-9,10.2,28.0,0,,,,,,16.1,68,0,SSE,9,1017.5,,,,,,
,2018-01-10,12.5,24.4,0,,,,,,15.7,53,8, ,Calm,1016.7,,,,,,
,2018-01-11,15.8,34.7,0,,,,,,24.1,27,8,NE,9,1011.7,,,,,,
,2018-01-12,20.7,21.2,0.2,,,,,,20.7,76,8,W,44,1006.5,,,,,,
,2018-01-13,12.8,21.0,3.2,,,,,,16.0,76,8,W,33,1010.2,,,,,,
,2018-01-14,9.8,26.0,1.8,,,,,,13.2,71,8,SE,9,1019.4,,,,,,
,2018-01-15,12.2,30.0,0,,,,,,15.0,60,4,SE,17,1021.3,,,,,,
,2018-01-16,13.3,32.4,0,,,,,,18.3,62,0,ESE,17,1019.9,,,,,,
,2018-01-17,16.9,36.8,0,,,,,,24.5,33,0,NE,9,1016.5,,,,,,
,2018-01-18,19.3,40.1,0,,,,,,31.4,11,0,N,4,1014.4,,,,,,
,2018-01-19,22.9,42.7,0,,,,,,36.2,11,1,WNW,33,1011.8,,,,,,
,2018-01-20,21.0,37.8,0,,,,,,24.9,58,2,E,4,1011.9,,,,,,
,2018-01-21,22.0,39.5,0,,,,,,29.7,30,2,N,6,1009.8,,,,,,
,2018-01-22,19.8,34.2,0,,,,,,22.5,71,5,SW,9,1008.9,,,,,,
,2018-01-23,12.7,32.0,0,,,,,,15.5,74,1,ESE,17,1012.4,,,,,,
,2018-01-24,13.8,30.9,0,,,,,,21.2,50,3,ESE,17,1009.7,,,,,,
,2018-01-25,17.3,36.8,0,,,,,,23.7,40,3,E,4,1007.7,,,,,,
,2018-01-26,19.8,32.4,0,,,,,,26.2,29,2,SE,4,1008.9,,,,,,
,2018-01-27,19.4,40.0,0,,,,,,27.5,31,1,NNE,4,1009.0,,,,,,
,2018-01-28,24.2,42.0,0,,,,,,32.0,27,1,NNE,4,1006.2,,,,,,
,2018-01-29,24.0,26.7,0,,,,,,25.0,60,6,SW,9,1016.1,,,,,,
,2018-01-30,13.0,21.0,9.2,,,,,,14.0,78,7,S,33,1013.0,,,,,,
,2018-01-31,9.9,20.5,0,,,,,,12.5,72,8,SSE,33,1015.9,,,,,,
