,2018-05-1,7.9,23.2,0,,,ESE,30,00:21,14.3,36,, ,Calm,1023.8,22.5,27,,NNE,11,1020.0
,2018-05-2,7.9,28.1,0,,,WNW,41,12:43,18.3,37,,NW,9,1018.0,27.6,13,,NW,20,1013.6
,2018-05-3,8.6,28.7,0,,,WNW,72,16:26,22.0,21,,NNE,28,1013.3,26.5,18,,WNW,30,1011.5
,2018-05-4,10.1,20.4,0.8,,,W,43,00:50,13.8,65,,SW,24,1022.7,20.0,35,,SW,17,1022.5
,2018-05-5,4.4,20.6,0,,,E,28,13:40,11.9,52,, ,Calm,1031.8,19.8,30,,S,9,1029.5
,2018-05-6,7.9,22.8,0,,,ENE,35,10:45,15.1,54,,SE,17,1032.5,22.1,29,,SE,17,1027.1
,2018-05-7,4.7,24.5,0,,,NNW,37,11:42,12.8,49,,SW,7,1022.5,23.6,17,,NW,17,1018.1
,2018-05-8,5.9,24.8,0,,,SSE,30,10:53,14.9,30,, ,Calm,1022.2,23.9,16,,S,13,1019.9
,2018-05-9,4.0,25.5,0,,,W,30,15:51,11.8,38,, ,Calm,1022.6,24.6,16,,W,20,1018.9
,2018-05-10,9.6,18.6,0,,,SW,52,16:16,13.6,64,,SSW,24,1021.1,17.9,33,,SW,33,1018.0
,2018-05-11,5.7,17.7,0,,,S,56,11:13,9.9,66,,SW,26,1023.6,16.9,31,,SW,26,1022.5
,2018-05-12,7.4,19.1,0,,,SSW,46,10:59,9.9,68,,S,30,1026.4,18.5,34,,S,24,1023.8
,2018-05-13,9.5,18.6,0,,,SSE,46,10:49,12.1,77,,SSE,28,1028.6,17.6,47,,S,26,1025.5
,2018-05-14,6.5,20.3,0,,,SSE,28,08:41,12.1,64,,SSE,19,1028.4,19.6,34,,SSE,13,1025.1
,2018-05-15,6.3,17.5,0,,,SSE,33,09:36,10.9,73,,S,20,1027.5,17.1,43,,S,17,1025.0
,2018-05-16,8.3,17.1,0,,,S,43,14:15,11.4,63,,SE,26,1029.8,16.4,32,,SSE,26,1027.3
,2018-05-17,5.5,16.6,0,,,SSE,37,13:22,8.9,64,,SSE,22,1030.0,16.3,37,,S,24,1027.2
,2018-05-18,2.1,16.5,0,,,S,35,15:33,8.0,67,,WSW,6,1028.7,15.3,56,,SSE,19,1026.4
,2018-05-19,4.4,20.4,0,,,S,28,16:36,11.3,73,,WNW,7,1027.4,18.9,45,,SSW,9,1024.3
,2018-05-20,6.9,19.2,0,,,SSE,30,11:16,11.9,70,,SSE,7,1028.6,18.5,40,,SW,19,1025.7
,2018-05-21,4.6,21.1,0,,,SSE,28,10:46,10.8,72,,SSW,9,1030.3,20.7,37,,SSW,15,1027.3
,2018-05-22,6.5,19.3,0,,,S,39,12:26,10.4,71,,W,6,1030.9,19.1,39,,S,22,1027.0
,2018-05-23,5.4,19.8,0,,,ESE,35,09:53,13.0,67,,SSE,17,1029.3,19.1,50,,SSE,22,1025.3
,2018-05-24,7.3,18.2,0,,,SE,35,09:56,11.2,77,,SE,19,1027.0,17.6,52,,ESE,15,1023.7
,2018-05-25,6.9,21.9,0,,,ENE,30,11:37,9.8,67,,SW,7,1026.2,21.2,33,,SE,13,1022.8
,2018-05-26,7.2,25.4,0,,,N,41,14:00,9.3,60,, ,Calm,1024.9,24.8,28,,N,24,1022.0
,2018-05-27,9.2,24.2,0,,,NNE,43,11:06,18.5,45,,NE,24,1022.9,23.9,33,,N,24,1019.5
,2018-05-28,12.7,26.3,0,,,N,35,15:30,18.0,44,,N,13,1021.0,25.5,30,,NW,15,1017.3
,2018-05-29,13.6,19.4,0.8,,,W,59,04:44,15.2,80,,SSE,17,1020.4,18.8,37,,SSW,15,1019.6
,2018-05-30,4.3,16.3,0,,,S,41,10:42,8.6,69,,SSW,13,1028.9,15.7,33,,SSE,20,1027.4
,2018-05-31,0.7,18.6,0,,,SE,35,11:23,6.7,57,,NW,6,1030.6,17.8,44,,S,20,1027.9
