,2018-02-1,10.7,22.0,0,,,,,,12.0,61,8,SSE,33,1015.6,,,,,,
,2018-02-2,11.9,29.2,0,,,,,,16.0,60,6,SSE,24,1015.5,,,,,,
,2018-02-3,16.0,31.6,0,,,,,,18.9,57,0,ESE,17,1018.9,,,,,,
,2018-02-4,17.5,34.0,0,,,,,,22.6,48,0,SSE,4,1020.7,,,,,,
,2018-02-5,19.2,36.2,0,,,,,,26.2,40,1,NNE,4,1018.7,,,,,,
,2018-02-6,17.4,37.2,0,,,,,,25.6,27,2,N,4,1016.3,,,,,,
,2018-02-7,23.0,39.3,0,,,,,,27.0,33,4,N,4,1014.7,,,,,,
,2018-02-8,23.0,39.5,0,,,,,,29.1,26,4, ,Calm,1014.3,,,,,,
,2018-02-9,22.0,40.0,0,,,,,,27.8,41,7,ESE,9,1014.1,,,,,,
,2018-02-10,22.5,33.9,0,,,,,,27.0,43,7,,4,1007.8,,,,,,
,2018-02-11,11.3,27.6,0,,,,,,15.2,79,3,E,4,1012.3,,,,,,
,2018-02-12,10.4,25.0,0,,,,,,15.0,66,7,SE,4,1013.5,,,,,,
,2018-02-13,11.6,30.2,0,,,,,,16.0,69,0,E,4,1012.7,,,,,,
,2018-02-14,16.0,25.0,0,,,,,,18.0,74,8,WSW,33,1013.2,,,,,,
,2018-02-15,8.9,26.6,0,,,,,,14.0,75,2,N,4,1017.0,,,,,,
,2018-02-16,11.9,27.4,0,,,,,,17.0,70,8,SE,4,1016.0,,,,,,
,2018-02-17,11.0,31.4,0,,,,,,15.0,74,0,E,4,1014.2,,,,,,
,2018-02-18,14.5,28.4,0,,,,,,19.5,61,4,ESE,4,1010.9,,,,,,
,2018-02-19,14.6,29.0,2.0,,,,,,15.5,90,7,SE,9,1013.7,,,,,,
,2018-02-20,15.6,33.2,0,,,,,,19.2,70,6, ,Calm,1013.0,,,,,,
,2018-02-21,19.4,29.0,0,,,,,,24.6,47,8, ,Calm,1011.2,,,,,,
,2018-02-22,20.5,33.2,0.2,,,,,,22.0,69,8, ,Calm,1010.0,,,,,,
,2018-02-23,20.5,37.0,0,,,,,,27.5,44,2,NNW,9,1004.8,,,,,,
,2018-02-24,17.5,23.3,1.2,,,,,,17.8,99,8,SSW,24,1008.2,,,,,,
,2018-02-25,13.0,24.0,0,,,,,,13.8,80,8,SSE,4,1013.5,,,,,,
,2018-02-26,8.3,28.1,0,,,,,,12.6,66,0,E,4,1015.8,,,,,,
,2018-02-27,12.9,35.4,0,,,,,,23.0,37,0,N,9,1012.7,,,,,,
,2018-02-28,14.8,24.7,0,,,,,,16.6,65,1,W,24,1012.9,,,,,,
