,2018-02-1,17.4,31.4,0,,,,,,26.2,57,1,ESE,22,1009.0,,,,,,
,2018-02-2,19.9,,0,,,,,,26.3,68,7,NE,15,1006.8,,,,,,
,2018-02-3,,,,,,,,,,,,,,,,,,,,
,2018-02-4,,32.4,,,,,,,,,,,,,,,,,,
,2018-02-5,16.7,26.9,0.4,,,,,,21.1,90,6,S,9,1014.5,,,,,,
,2018-02-6,19.7,26.5,0,,,,,,24.4,84,7,S,19,1013.2,,,,,,
,2018-02-7,20.0,25.1,0,,,,,,22.4,71,7,S,24,1012.7,,,,,,
,2018-02-8,15.7,30.0,0,,,,,,24.6,59,1,SSE,11,1012.6,,,,,,
,2018-02-9,17.9,26.1,0,,,,,,23.4,73,4,S,24,1013.1,,,,,,
,2018-02-10,14.3,31.3,0,,,,,,23.8,54,1,SSE,19,1014.6,,,,,,
,2018-02-11,16.2,26.6,0,,,,,,23.2,61,1,S,13,1011.8,,,,,,
,2018-02-12,15.3,28.2,0,,,,,,24.4,57,0,SSE,11,1011.4,,,,,,
,2018-02-13,17.2,25.1,0,,,,,,22.2,61,1,S,24,1014.5,,,,,,
,2018-02-14,16.1,31.3,0,,,,,,25.0,57,0,ESE,6,1015.0,,,,,,
,2018-02-15,16.7,28.8,0,,,,,,24.9,67,0,SSW,11,1013.0,,,,,,
,2018-02-16,17.7,28.1,0,,,,,,24.6,88,5,NNW,13,1008.6,,,,,,
,2018-02-17,20.6,27.1,0.2,,,,,,24.3,77,1,SSW,13,1007.6,,,,,,
,2018-02-18,17.2,27.5,0,,,,,,24.1,75,1,SSW,9,1007.0,,,,,,
,2018-02-19,20.8,26.5,0,,,,,,21.6,82,8,S,22,1009.7,,,,,,
,2018-02-20,17.2,30.9,0,,,,,,23.4,73,1,SE,24,1011.5,,,,,,
,2018-02-21,15.7,31.0,0,,,,,,24.0,56,1,E,19,1008.9,,,,,,
,2018-02-22,14.1,26.3,0,,,,,,23.6,74,1,SSW,19,1008.7,,,,,,
,2018-02-23,18.9,26.2,0,,,,,,22.9,79,5,S,24,1012.0,,,,,,
,2018-02-24,17.7,36.2,0,,,,,,23.8,63,1,E,33,1014.6,,,,,,
,2018-02-25,23.4,29.4,0,,,,,,28.4,73,5,N,15,1007.8,,,,,,
,2018-02-26,20.9,23.2,0.2,,,,,,21.9,82,8,SSW,19,1008.4,,,,,,
,2018-02-27,16.8,24.3,0.2,,,,,,19.5,75,7,SE,19,1017.2,,,,,,
,2018-02-28,11.6,32.0,0,,,,,,23.0,61,0,ENE,22,1016.2,,,,,,
