,2018-06-1,9.8,21.5,1.4,,,,,,13.3,97,5,ENE,13,1021.1,,,,,,
,2018-06-2,9.6,24.0,0.2,,,,,,14.1,57,1,ENE,19,1022.9,,,,,,
,2018-06-3,10.3,22.9,0,,,,,,15.6,63,1,ENE,4,1019.4,,,,,,
,2018-06-4,12.9,21.5,0,,,,,,15.6,79,8, ,Calm,1012.6,,,,,,
,2018-06-5,13.9,20.7,7.4,,,,,,17.8,80,8,NNE,41,1001.7,,,,,,
,2018-06-6,15.8,20.0,14.8,,,,,,17.8,61,5,W,22,1011.1,,,,,,
,2018-06-7,12.9,16.7,1.4,,,,,,14.0,96,8,NNW,24,1012.6,,,,,,
,2018-06-8,6.6,19.5,8.2,,,,,,11.7,90,6,ENE,6,1018.9,,,,,,
,2018-06-9,11.3,20.9,33.0,,,,,,14.0,93,7,N,11,1016.6,,,,,,
,2018-06-10,12.8,21.3,18.0,,,,,,19.3,74,6,W,22,1016.5,,,,,,
,2018-06-11,12.4,20.1,0,,,,,,14.3,81,7,E,4,1023.8,,,,,,
,2018-06-12,12.1,20.2,1.4,,,,,,14.7,97,6,E,4,1023.2,,,,,,
,2018-06-13,8.5,20.9,5.8,,,,,,12.7,100,1,NE,4,1025.1,,,,,,
,2018-06-14,9.0,21.7,0,,,,,,14.2,80,2,NE,4,1026.4,,,,,,
,2018-06-15,8.8,22.2,0,,,,,,12.9,69,1,ENE,13,1028.0,,,,,,
,2018-06-16,8.4,,0,,,,,,13.7,58,0,ENE,9,1025.4,,,,,,
,2018-06-17,,23.4,,,,,,,,,,,,,,,,,,
,2018-06-18,5.5,19.7,14.2,,,,,,17.5,61,7,WSW,28,1017.5,,,,,,
,2018-06-19,9.6,20.6,0.2,,,,,,11.8,89,5,NE,4,1026.7,,,,,,
,2018-06-20,6.9,19.9,0,,,,,,13.2,92,3,NE,4,1029.2,,,,,,
,2018-06-21,9.7,20.9,4.5,,,,,,13.0,99,7,ENE,7,1029.5,,,,,,
,2018-06-22,9.7,22.1,0.2,,,,,,13.6,94,1,E,7,1029.5,,,,,,
,2018-06-23,10.4,23.9,0,,,,,,14.1,72,1,E,11,1029.7,,,,,,
,2018-06-24,10.1,24.4,0,,,,,,13.6,65,1,E,13,1030.0,,,,,,
,2018-06-25,9.4,22.1,0,,,,,,14.6,53,0,NE,19,1028.0,,,,,,
,2018-06-26,10.8,21.2,0,,,,,,14.4,59,7,NNE,7,1023.8,,,,,,
,2018-06-27,14.3,19.9,5.4,,,,,,16.6,94,7,WSW,13,1020.6,,,,,,
,2018-06-28,9.9,20.5,9.8,,,,,,13.7,100,5,SE,4,1024.1,,,,,,
,2018-06-29,4.9,19.5,0,,,,,,9.2,89,2,E,4,1027.2,,,,,,
,2018-06-30,5.0,21.0,0,,,,,,10.7,70,7,E,6,1022.9,,,,,,
