,2018-08-1,5.9,28.8,0,,,WSW,24,15:17,16.7,23,,ESE,11,1019.2,28.4,12,,WSW,9,1014.8
,2018-08-2,8.3,30.6,0,,,NE,35,10:54,17.0,26,,E,15,1017.5,29.6,15,,N,11,1012.6
,2018-08-3,13.1,27.9,0,,,W,48,11:10,20.1,44,,NNE,28,1015.7,27.2,21,,WSW,20,1014.0
,2018-08-4,9.1,27.9,0,,,SE,35,09:56,16.2,35,,SE,20,1019.5,26.1,22,,SE,6,1014.9
,2018-08-5,12.6,31.8,0,,,N,31,12:44,20.1,32,,ENE,11,1015.5,30.3,24,,NNW,17,1011.1
,2018-08-6,18.8,25.1,0,,,SSW,54,07:23,20.0,26,,SSW,31,1016.4,24.3,17,,SSW,19,1013.9
,2018-08-7,5.9,22.1,0,,,SSE,31,11:04,9.3,39,,SSW,6,1022.0,21.2,16,,SSE,13,1016.7
,2018-08-8,,24.0,0,,,SE,31,10:41,14.8,30,,SSE,7,1021.3,23.1,14,,S,11,1017.4
,2018-08-9,5.1,26.1,0,,,SE,39,10:08,15.3,28,,SE,24,1022.1,25.1,10,,SE,15,1017.5
,2018-08-10,3.8,30.1,0,,,NE,41,10:32,,,,ENE,13,1019.5,28.8,10,,NW,6,1013.9
,2018-08-11,7.9,31.4,0,,,WNW,52,13:59,19.1,37,,NNE,22,1016.0,30.6,13,,WSW,31,1012.1
,2018-08-12,12.5,23.1,0,,,SSE,48,08:41,15.9,32,,SSE,33,1022.3,22.0,18,,SSE,20,1019.8
,2018-08-13,8.2,22.2,0,,,SE,54,09:08,12.9,25,,SE,35,1025.7,20.7,11,,SSE,20,1021.9
,2018-08-14,6.6,25.5,0,,,ENE,35,10:18,13.1,23,,E,17,1024.9,24.3,9,,SE,15,1019.9
,2018-08-15,5.2,28.9,0,,,NNE,35,12:07,15.8,23,,ENE,13,1020.9,28.4,16,,NNE,6,1016.2
,2018-08-16,7.4,29.3,0,,,WSW,22,13:28,18.7,24,,ENE,4,1017.6,28.5,14,,NW,6,1013.1
,2018-08-17,9.7,30.1,0,,,SE,26,14:54,19.2,16,,ESE,9,1016.7,29.5,9,,SE,15,1012.8
,2018-08-18,7.5,30.4,0,,,SE,30,10:45,19.9,18,,SE,7,1019.1,28.9,8,,SSW,13,1015.2
,2018-08-19,12.3,26.0,0,,,SE,41,09:07,19.8,29,,SSE,26,1022.6,24.9,11,,SSW,22,1019.9
,2018-08-20,7.8,23.1,0,,,ESE,50,09:17,13.7,26,,SE,33,1025.0,21.2,10,,SSE,22,1020.6
,2018-08-21,2.4,25.4,0,,,ESE,31,09:23,13.7,20,,ESE,19,1022.2,24.6,7,,NE,9,1015.5
,2018-08-22,3.2,27.7,0,,,SSW,19,16:19,15.8,13,,ENE,9,1017.3,26.5,5,,N,7,1012.3
,2018-08-23,4.3,30.3,0,,,NW,37,14:21,17.0,11,,NE,13,1015.7,29.0,6,,NW,20,1011.2
,2018-08-24,7.0,30.3,0,,,WNW,33,15:42,16.2,15,,WSW,6,1015.3,29.1,9,,WNW,20,1011.8
,2018-08-25,8.1,26.8,0,,,W,37,16:07,18.6,23,,S,13,1016.7,26.2,13,,W,11,1013.1
,2018-08-26,6.8,27.0,0,,,SSW,31,15:09,18.5,28,,SSE,9,1019.2,25.6,13,,S,11,1015.6
,2018-08-27,6.9,27.4,0,,,SSE,37,12:34,19.0,20,,SE,20,1020.7,26.2,11,,SE,13,1016.6
,2018-08-28,7.9,28.6,0,,,E,24,09:23,18.1,22,,E,17,1019.6,27.6,10,,SW,6,1014.2
,2018-08-29,9.1,,0,,,,,,19.7,19,,ESE,20,1018.7,,,,,,
