time,x,y,nbar_coastal_aerosol,nbar_blue,nbar_green,nbar_red,nbar_red_edge_1,nbar_red_edge_2,nbar_red_edge_3,nbar_nir_1,nbar_nir_2,nbar_swir_2,nbar_swir_3
2018-05-22 02:13:51.024,-1593875.0,-3433985.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3433995.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434005.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434015.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434025.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434035.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434045.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434055.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434065.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434075.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434085.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434095.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434105.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434115.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434125.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593875.0,-3434135.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3433985.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3433995.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434005.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434015.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434025.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434035.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434045.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434055.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434065.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434075.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434085.0,1866.9358009204318,2528.371133654144,4120.941972734657,5136.8760583473,5386.021062306974,5628.48449613345,5616.676960133802,5665.09423473747,5679.982666794441,6430.422293159775,5165.917124127287
2018-05-22 02:13:51.024,-1593865.0,-3434095.0,1869.2994907842005,2527.756716565157,4107.212859912794,5118.120614913173,5367.878267721283,5610.871835496808,5600.579945898212,5650.418354294975,5665.784915664721,6405.683441703157,5128.92197823848
2018-05-22 02:13:51.024,-1593865.0,-3434105.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434115.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434125.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593865.0,-3434135.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3433985.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3433995.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434005.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434015.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434025.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434035.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434045.0,2010.1180580191551,2697.278902011466,4226.980209240508,5269.159036336266,5536.69151767706,5785.607244979267,5782.012548499683,5860.536567009367,5892.4341938132075,6538.31967996895,5149.856408380174
2018-05-22 02:13:51.024,-1593855.0,-3434055.0,2072.832221133724,2779.187068266167,4349.409781585696,5410.234349172771,5683.4113083577095,5937.811109179359,5933.393401435588,6012.406823365233,6045.028788907093,6720.007182745286,5310.0157817545505
2018-05-22 02:13:51.024,-1593855.0,-3434065.0,2038.3444185015549,2758.726827091118,4426.001030654623,5527.058656362098,5804.354737747004,6067.946946866816,6062.073272816751,6130.207732588941,6156.398387295709,6926.9630966525565,5479.185807081516
2018-05-22 02:13:51.024,-1593855.0,-3434075.0,1931.336520221601,2634.778250733966,4333.229528930246,5427.014399258827,5694.329865408276,5954.10007119327,5944.140122788391,5996.48913200228,6012.897782939366,6809.524827564393,5515.437329684631
2018-05-22 02:13:51.024,-1593855.0,-3434085.0,1847.6356192463625,2521.828205235934,4182.944728246089,5240.586045864466,5496.6512906274,5748.194698180604,5736.582106277799,5780.473627644361,5791.84942314568,6606.716588982688,5395.670835383526
2018-05-22 02:13:51.024,-1593855.0,-3434095.0,,,,,,,,,,,
2018-05-22 02:13:51.024,-1593855.0,-3434105.0,,,,,,,,,,,
