,times,lat,longt,elev,quality,files
259,2021/11/15 00:15:37.000,-28.079846161,146.050320931,208.3744,1,site2_211115_10000000259.asd.txt
260,2021/11/15 00:15:40.000,-28.079867242,146.050314173,208.3857,1,site2_211115_10000000260.asd.txt
261,2021/11/15 00:15:42.000,-28.079881778,146.050310245,208.3587,1,site2_211115_10000000261.asd.txt
262,2021/11/15 00:15:45.000,-28.079903288,146.050303034,208.3555,1,site2_211115_10000000262.asd.txt
263,2021/11/15 00:15:47.000,-28.07991756,146.050298594,208.3964,1,site2_211115_10000000263.asd.txt
264,2021/11/15 00:15:50.000,-28.079940408,146.050291427,208.3686,1,site2_211115_10000000264.asd.txt
265,2021/11/15 00:15:52.000,-28.079955285,146.050286441,208.3802,1,site2_211115_10000000265.asd.txt
266,2021/11/15 00:15:55.000,-28.079976828,146.050277939,208.379,1,site2_211115_10000000266.asd.txt
267,2021/11/15 00:15:57.000,-28.079991841,146.050273165,208.3783,1,site2_211115_10000000267.asd.txt
268,2021/11/15 00:16:00.000,-28.080014671,146.050266095,208.3852,1,site2_211115_10000000268.asd.txt
269,2021/11/15 00:16:02.000,-28.080028922,146.050260694,208.3518,1,site2_211115_10000000269.asd.txt
270,2021/11/15 00:16:05.000,-28.080050348,146.050253162,208.368,1,site2_211115_10000000270.asd.txt
271,2021/11/15 00:16:07.000,-28.080064011,146.050247099,208.3757,1,site2_211115_10000000271.asd.txt
272,2021/11/15 00:16:10.000,-28.080084625,146.050239415,208.3827,1,site2_211115_10000000272.asd.txt
273,2021/11/15 00:16:12.000,-28.08009918,146.050235103,208.3851,1,site2_211115_10000000273.asd.txt
274,2021/11/15 00:16:15.000,-28.080120515,146.050227442,208.3798,1,site2_211115_10000000274.asd.txt
275,2021/11/15 00:16:17.000,-28.080135496,146.050221674,208.3656,1,site2_211115_10000000275.asd.txt
276,2021/11/15 00:16:20.000,-28.080158079,146.050214267,208.3901,1,site2_211115_10000000276.asd.txt
277,2021/11/15 00:16:22.000,-28.080172899,146.050208099,208.3544,1,site2_211115_10000000277.asd.txt
278,2021/11/15 00:16:25.000,-28.08019584,146.050199411,208.3565,1,site2_211115_10000000278.asd.txt
279,2021/11/15 00:16:27.000,-28.080210798,146.050194399,208.3948,1,site2_211115_10000000279.asd.txt
280,2021/11/15 00:16:30.000,-28.080232682,146.050185645,208.39,1,site2_211115_10000000280.asd.txt
281,2021/11/15 00:16:32.000,-28.080247439,146.050180902,208.3825,1,site2_211115_10000000281.asd.txt
282,2021/11/15 00:16:35.000,-28.080271458,146.050173294,208.3677,1,site2_211115_10000000282.asd.txt
283,2021/11/15 00:16:37.000,-28.080286245,146.050167688,208.3736,1,site2_211115_10000000283.asd.txt
284,2021/11/15 00:16:40.000,-28.080308965,146.050159058,208.3738,1,site2_211115_10000000284.asd.txt
285,2021/11/15 00:16:42.000,-28.08032447,146.050153792,208.3401,1,site2_211115_10000000285.asd.txt
286,2021/11/15 00:16:45.000,-28.080347542,146.050145441,208.3833,1,site2_211115_10000000286.asd.txt
287,2021/11/15 00:16:47.000,-28.080362573,146.050140614,208.3812,1,site2_211115_10000000287.asd.txt
288,2021/11/15 00:16:50.000,-28.08038514,146.05013169,208.3715,1,site2_211115_10000000288.asd.txt
289,2021/11/15 00:16:52.000,-28.08040079,146.050126011,208.3563,1,site2_211115_10000000289.asd.txt
290,2021/11/15 00:16:55.000,-28.080424374,146.050116708,208.3842,1,site2_211115_10000000290.asd.txt
291,2021/11/15 00:16:57.000,-28.08044052,146.050111579,208.3738,1,site2_211115_10000000291.asd.txt
292,2021/11/15 00:17:00.000,-28.080465271,146.050101244,208.367,1,site2_211115_10000000292.asd.txt
293,2021/11/15 00:17:02.000,-28.08048201,146.050094715,208.3758,1,site2_211115_10000000293.asd.txt
294,2021/11/15 00:17:05.000,-28.080507718,146.050084824,208.3631,1,site2_211115_10000000294.asd.txt
295,2021/11/15 00:17:07.000,-28.080525954,146.050078851,208.369,1,site2_211115_10000000295.asd.txt
296,2021/11/15 00:17:10.000,-28.080552738,146.050067905,208.3612,1,site2_211115_10000000296.asd.txt
297,2021/11/15 00:17:12.000,-28.080570321,146.050060391,208.3575,1,site2_211115_10000000297.asd.txt
298,2021/11/15 00:17:15.000,-28.080596224,146.050050802,208.3829,1,site2_211115_10000000298.asd.txt
299,2021/11/15 00:17:17.000,-28.080612871,146.050043335,208.3943,1,site2_211115_10000000299.asd.txt
300,2021/11/15 00:17:49.000,-28.080735154,146.050181176,208.3735,1,site2_211115_10000000300.asd.txt
301,2021/11/15 00:17:52.000,-28.08073489,146.05018115,208.3637,1,site2_211115_10000000301.asd.txt
302,2021/11/15 00:17:54.000,-28.080734784,146.050181235,208.371,1,site2_211115_10000000302.asd.txt
303,2021/11/15 00:17:57.000,-28.080734731,146.050181337,208.3658,1,site2_211115_10000000303.asd.txt
304,2021/11/15 00:17:59.000,-28.080734643,146.050181348,208.3633,1,site2_211115_10000000304.asd.txt
305,2021/11/15 00:18:02.000,-28.080734739,146.05018131,208.3646,1,site2_211115_10000000305.asd.txt
306,2021/11/15 00:18:04.000,-28.080734612,146.050181428,208.3646,1,site2_211115_10000000306.asd.txt
307,2021/11/15 00:18:07.000,-28.080734635,146.050181288,208.3637,1,site2_211115_10000000307.asd.txt
308,2021/11/15 00:18:09.000,-28.08073446,146.050181408,208.3645,1,site2_211115_10000000308.asd.txt
309,2021/11/15 00:18:12.000,-28.080734409,146.050181494,208.3632,1,site2_211115_10000000309.asd.txt
310,2021/11/15 00:18:25.000,-28.080721941,146.050208077,208.3508,1,site2_211115_10000000310.asd.txt
311,2021/11/15 00:18:27.000,-28.080715873,146.05020936,208.3662,1,site2_211115_10000000311.asd.txt
312,2021/11/15 00:18:30.000,-28.080695758,146.050217277,208.391,1,site2_211115_10000000312.asd.txt
313,2021/11/15 00:18:32.000,-28.080681194,146.050222494,208.3987,1,site2_211115_10000000313.asd.txt
314,2021/11/15 00:18:35.000,-28.080658996,146.050229696,208.3983,1,site2_211115_10000000314.asd.txt
315,2021/11/15 00:18:37.000,-28.080644139,146.050234061,208.4015,1,site2_211115_10000000315.asd.txt
316,2021/11/15 00:18:40.000,-28.080621104,146.050241668,208.409,1,site2_211115_10000000316.asd.txt
317,2021/11/15 00:18:42.000,-28.080606222,146.050247668,208.397,1,site2_211115_10000000317.asd.txt
318,2021/11/15 00:18:45.000,-28.080584198,146.050255986,208.404,1,site2_211115_10000000318.asd.txt
319,2021/11/15 00:18:47.000,-28.080569579,146.050261294,208.3971,1,site2_211115_10000000319.asd.txt
320,2021/11/15 00:18:50.000,-28.080547203,146.050268595,208.3945,1,site2_211115_10000000320.asd.txt
321,2021/11/15 00:18:52.000,-28.080532544,146.05027255,208.42,1,site2_211115_10000000321.asd.txt
322,2021/11/15 00:18:55.000,-28.080511451,146.05028023,208.4093,1,site2_211115_10000000322.asd.txt
323,2021/11/15 00:18:57.000,-28.080497128,146.050286611,208.4077,1,site2_211115_10000000323.asd.txt
324,2021/11/15 00:19:00.000,-28.080474619,146.050293333,208.4099,1,site2_211115_10000000324.asd.txt
325,2021/11/15 00:19:02.000,-28.080462526,146.050297892,208.4657,1,site2_211115_10000000325.asd.txt
326,2021/11/15 00:19:05.000,-28.080439919,146.050305191,208.4048,1,site2_211115_10000000326.asd.txt
327,2021/11/15 00:19:07.000,-28.080423867,146.050310221,208.4093,1,site2_211115_10000000327.asd.txt
328,2021/11/15 00:19:10.000,-28.080400297,146.05031783,208.4128,1,site2_211115_10000000328.asd.txt
329,2021/11/15 00:19:12.000,-28.080385376,146.050323804,208.4096,1,site2_211115_10000000329.asd.txt
330,2021/11/15 00:19:15.000,-28.080363071,146.050331959,208.4384,1,site2_211115_10000000330.asd.txt
331,2021/11/15 00:19:17.000,-28.080348386,146.050336262,208.42,1,site2_211115_10000000331.asd.txt
332,2021/11/15 00:19:20.000,-28.080326325,146.050342824,208.4057,1,site2_211115_10000000332.asd.txt
333,2021/11/15 00:19:22.000,-28.080312288,146.050347206,208.416,1,site2_211115_10000000333.asd.txt
334,2021/11/15 00:19:25.000,-28.08029194,146.050354428,208.4119,1,site2_211115_10000000334.asd.txt
335,2021/11/15 00:19:27.000,-28.080278143,146.050360008,208.3947,1,site2_211115_10000000335.asd.txt
336,2021/11/15 00:19:30.000,-28.080256355,146.050366734,208.3836,1,site2_211115_10000000336.asd.txt
337,2021/11/15 00:19:32.000,-28.080242734,146.050371683,208.4066,1,site2_211115_10000000337.asd.txt
338,2021/11/15 00:19:35.000,-28.080223393,146.050378371,208.4169,1,site2_211115_10000000338.asd.txt
339,2021/11/15 00:19:37.000,-28.080209202,146.050383053,208.389,1,site2_211115_10000000339.asd.txt
340,2021/11/15 00:19:40.000,-28.080187563,146.050390793,208.3984,1,site2_211115_10000000340.asd.txt
341,2021/11/15 00:19:42.000,-28.080171621,146.050396278,208.406,1,site2_211115_10000000341.asd.txt
342,2021/11/15 00:19:45.000,-28.080147039,146.050403926,208.4084,1,site2_211115_10000000342.asd.txt
343,2021/11/15 00:19:47.000,-28.08013252,146.05040922,208.4604,1,site2_211115_10000000343.asd.txt
344,2021/11/15 00:19:50.000,-28.080109592,146.05041796,208.4053,1,site2_211115_10000000344.asd.txt
345,2021/11/15 00:19:52.000,-28.08009354,146.050424511,208.3872,1,site2_211115_10000000345.asd.txt
346,2021/11/15 00:19:54.000,-28.080077445,146.050431295,208.4089,1,site2_211115_10000000346.asd.txt
347,2021/11/15 00:19:57.000,-28.080052462,146.050439545,208.3972,1,site2_211115_10000000347.asd.txt
348,2021/11/15 00:19:59.000,-28.080036572,146.050445957,208.3905,1,site2_211115_10000000348.asd.txt
349,2021/11/15 00:20:02.000,-28.080011561,146.050454679,208.4114,1,site2_211115_10000000349.asd.txt
350,2021/11/15 00:20:05.000,-28.079986222,146.050464144,208.3898,1,site2_211115_10000000350.asd.txt
351,2021/11/15 00:20:07.000,-28.079969188,146.050468465,208.3981,1,site2_211115_10000000351.asd.txt
352,2021/11/15 00:20:09.000,-28.079953352,146.050473061,208.4195,1,site2_211115_10000000352.asd.txt
353,2021/11/15 00:20:12.000,-28.079929539,146.050482945,208.3742,1,site2_211115_10000000353.asd.txt
354,2021/11/15 00:20:14.000,-28.079914041,146.050489441,208.392,1,site2_211115_10000000354.asd.txt
355,2021/11/15 00:20:17.000,-28.079888303,146.050498167,208.3841,1,site2_211115_10000000355.asd.txt
356,2021/11/15 00:20:19.000,-28.079870857,146.050505628,208.3795,1,site2_211115_10000000356.asd.txt
357,2021/11/15 00:20:22.000,-28.079845032,146.05051531,208.3831,1,site2_211115_10000000357.asd.txt
358,2021/11/15 00:20:24.000,-28.079827876,146.050522215,208.3836,1,site2_211115_10000000358.asd.txt
359,2021/11/15 00:20:27.000,-28.079802936,146.050531745,208.4126,1,site2_211115_10000000359.asd.txt
