Wavelength,28NOV18
350,0.06401123628270272
351,0.0644651272636034
352,0.06487657559966044
353,0.06530844169873566
354,0.06575469432768254
355,0.0663035694672317
356,0.06678785524185696
357,0.0672619667120921
358,0.06775145094090547
359,0.06826327963005166
360,0.06888234058061421
361,0.0695111573086277
362,0.07008768698371268
363,0.07078215769787799
364,0.07145148753892487
365,0.07213289155928468
366,0.07288163807703982
367,0.07359348719606455
368,0.07434423647077118
369,0.07519301547446086
370,0.07613407880635618
371,0.0770939660049934
372,0.07812744684407778
373,0.07913882174369757
374,0.08026185678836774
375,0.08140683324319292
376,0.08256993951119584
377,0.08379913199869146
378,0.0851045354271257
379,0.08633719954799533
380,0.08764264550580267
381,0.08908794521836054
382,0.09057566964136879
383,0.09207765948908986
384,0.09363664070589808
385,0.09526616478425125
386,0.0968663397316514
387,0.09846742307560517
388,0.10001737257836553
389,0.10162478375211659
390,0.1031568826762766
391,0.10467716382081221
392,0.10625626762741788
393,0.10787041531770052
394,0.10941389282222812
395,0.11091620623005344
396,0.11248635703114138
397,0.1139480937746323
398,0.11527007110095364
399,0.11659023262172392
400,0.11785340669765806
401,0.11899397771710603
402,0.12011937437589754
403,0.1212282306789389
404,0.12240101956551803
405,0.12359707913675944
406,0.1248829087859469
407,0.12621028162128772
408,0.12757817910772948
409,0.12896122396652
410,0.13031413799851307
411,0.13172527520463662
412,0.133139260624774
413,0.13452930172892183
414,0.13597194926912937
415,0.1374275154203667
416,0.1388878887441742
417,0.14042120326592372
418,0.1420336490611645
419,0.1437000798679191
420,0.14531325578439525
421,0.1470460956372954
422,0.14880910427733074
423,0.15056770927665883
424,0.15234902129690162
425,0.15429016907473211
426,0.15628717119668262
427,0.1583520552798653
428,0.1605414911983005
429,0.16275386437130757
430,0.16497835296197022
431,0.16720297368488932
432,0.16943001050938256
433,0.17168690240582435
434,0.17388799353444626
435,0.17602520763210253
436,0.1781082082102841
437,0.18015491446572637
438,0.18217389895669783
439,0.18417663357520245
440,0.18612612051308283
441,0.18798711447371944
442,0.1897315471469995
443,0.19134617948319388
444,0.19280634231563878
445,0.19415303860302086
446,0.19540423347083283
447,0.19653050697600213
448,0.1976068482875532
449,0.19862211641439767
450,0.19954256626009703
451,0.20031043931586756
452,0.20101695255601051
453,0.20169673473424243
454,0.20230300359908882
455,0.20287836478357443
456,0.20341338363452546
457,0.20388693912625896
458,0.20432839330340202
459,0.20472523339506668
460,0.2051038816217735
461,0.20552644172123755
462,0.20589124336239759
463,0.20625671736990767
464,0.2066408806976809
465,0.20706302992073894
466,0.20752929539565515
467,0.20804167519843877
468,0.20859833576603726
469,0.20919371478831716
470,0.2098451704754404
471,0.2105568176266625
472,0.21131098616189758
