Wavelength,28MAR,02APR,12APR,12MAY,20MAY,22MAY,16JUN
350,0.04764891531682215,0.0512497812274198,0.04996744142935676,0.055146550193444555,0.05302700945327261,0.05483701166783417,0.07774968403855106
351,0.0479367446186909,0.0515075685138915,0.050299061458379785,0.055461805808215844,0.05326289922229338,0.05517237073392639,0.07811894321898379
352,0.04824733569140725,0.0518773891320225,0.05067961107225316,0.055866379254991966,0.05369014922723954,0.05562335878573489,0.07878584005582023
353,0.048525980506362004,0.052127340677734,0.050988366617035055,0.05629747264466641,0.053975581763135876,0.055976399043107805,0.07938972678848982
354,0.048737328743253,0.0524109503701854,0.05121014950574483,0.056656655612673135,0.05424466609587953,0.05618910356153088,0.07977917928098582
355,0.0490221540692701,0.0527766491497622,0.0515130734005719,0.056987636164619035,0.054565504338632186,0.05652112850631387,0.08039216754856578
356,0.0492896013041441,0.0530550284665408,0.051814769512397024,0.05728600860095304,0.05489114308014245,0.056881494934026625,0.08091774976306125
357,0.0496196633111374,0.0533929631039316,0.05214361187279606,0.05770691589258954,0.05522979017079432,0.05720667514533624,0.0815405452854654
358,0.0499537429273637,0.0537733069036307,0.05248539667821317,0.05814417241715303,0.055686857551576104,0.057642343135245,0.08216669485903619
359,0.050210637194153,0.0541767543171793,0.052902518532335366,0.05856272323431194,0.05608316607016832,0.05803573180429744,0.08275352258121349
360,0.0506515864685205,0.0546314159844036,0.05336833983189408,0.059042443568561656,0.05647156452067033,0.05846595254712514,0.08354608036996514
361,0.0511414382965059,0.0550985415490147,0.05387334641429663,0.05952156406049881,0.05693686844522185,0.058887183449080255,0.08433440899153155
362,0.0515203380584549,0.0555736677000522,0.05428668615510915,0.060088201652626,0.057376741549502244,0.059388359304124096,0.08494697508166721
363,0.05197852066845595,0.0561208261430101,0.05484029190418052,0.06070497520836245,0.057911057582658784,0.05991427656645293,0.08574213791330829
364,0.05240391240230015,0.0565899629848668,0.055333986822331135,0.06119854392262272,0.05837419822194628,0.06037425680773885,0.0865134067597095
365,0.052733203807053805,0.0570529268520538,0.05582231728264389,0.06166818442077507,0.05881010198591192,0.06083390969667936,0.08725205842647943
366,0.053294932754738296,0.0576008582963358,0.05636582996761638,0.062321522581170144,0.05935003735279582,0.06150401081133802,0.08817237342540887
367,0.05377237753032975,0.0581636246701919,0.05693356521328123,0.06302993670850135,0.05982745587832875,0.06208351184195814,0.08903244562654258
368,0.0543236772080045,0.0587443089159365,0.05754313806374084,0.06369899085589445,0.06043434327597974,0.06268376483229175,0.08988411780674178
369,0.05501625460021935,0.0593353557240211,0.058161457877949824,0.06446992199623414,0.06118532682657894,0.06345307538256525,0.09090420807256222
370,0.05570212419310905,0.0600535238343892,0.058796685506857876,0.0652304822429054,0.06190593623811766,0.0641080122284112,0.09199243153272199
371,0.05642197922007215,0.0608434064318781,0.059592346874740104,0.06610122015196683,0.06270220638674408,0.06498142344496377,0.09321392980626535
372,0.05719934132439635,0.061733937865327,0.06052262306880252,0.0670699710967306,0.06363438026630566,0.06597361566631085,0.09454486491160186
373,0.057881318675039,0.0625646900179032,0.06140822354969929,0.06802300939732325,0.06454670682588311,0.06695918019701003,0.09584048165156948
374,0.058717053602193495,0.0634547262082084,0.06221540465222191,0.06887057419636233,0.06540377744693347,0.0677878965844156,0.09714964925208885
375,0.0595518514073284,0.0643200610815041,0.06310337976122737,0.06984337342965483,0.06631854286466946,0.06872918877449186,0.09848032188638317
376,0.0604017217518648,0.0652993192375041,0.06405529417291447,0.07088641487216146,0.06738386081854235,0.06981184376115024,0.09992018354449858
377,0.06143598227649915,0.0662928721786451,0.06508608545273323,0.0719798273130858,0.06838858165148637,0.07084630540885964,0.10148804873319692
378,0.062433174742688946,0.0673717756552748,0.06616450125045205,0.07316542699117479,0.06952724946770883,0.0720542362131723,0.10313405929282637
379,0.063492032330622,0.068463509204301,0.06725423352285834,0.07438386853261852,0.0707569738928831,0.07331579189974752,0.10479796655134459
380,0.0645328279615885,0.0695354598329066,0.06835779049715762,0.07559861067374211,0.07196029205810675,0.074533952147236,0.10643211448780096
381,0.0656744349253536,0.0707314489074371,0.06957630488011238,0.07694243337516773,0.07318786362259379,0.07583267918584082,0.10821618273972763
382,0.0668387499656905,0.0719441536970809,0.07079124223295787,0.07833836095533675,0.07446894047556366,0.07717880326587231,0.110018347614718
383,0.0680468358920344,0.0732117685088678,0.07205148142162937,0.0797085491311589,0.07581273310122817,0.07851786083594914,0.11190621676856696
384,0.06940376144315516,0.0745608488716112,0.07346578666706928,0.0811939483698576,0.07732568856073099,0.08008504104303861,0.1139459456838478
385,0.07072704360644336,0.0759345897193546,0.07479971028720844,0.08267892007039845,0.07879344130946815,0.08156266223996961,0.11587043303201475
386,0.0720869249131379,0.077327550481937,0.07617974554243254,0.08423929441432106,0.0802879438040431,0.08310985955519368,0.11789753764966339
387,0.07341670467934415,0.0787392770685658,0.07759990162782791,0.08580532130073808,0.08180851486765188,0.08467468844584576,0.1199343833370008
388,0.07461609646573225,0.0801137398026716,0.07897836165014696,0.08729873565518795,0.08320993973678197,0.08613241606037537,0.12184068212789081
389,0.076001155773554,0.0814961402433651,0.08037602002831654,0.08875891511918307,0.08463010944509676,0.08758372991212254,0.12386072472500803
390,0.0773260628774428,0.0828073699978586,0.0817308470555605,0.09019524084379268,0.08601347859573474,0.08900177072085866,0.12584197546101553
391,0.0785113797739252,0.0841803577837165,0.08307716971000116,0.09166547831690236,0.08745800935742763,0.09047113123621287,0.12769618964084994
392,0.07985930297479654,0.0855483214028916,0.08440044434780107,0.0931550505350576,0.0888871924779861,0.09200401931295375,0.12956245750924772
393,0.08119433162123735,0.0869133837443743,0.08575808074506037,0.09459669859217625,0.09034880618913564,0.09347558526396507,0.13145802196066994
394,0.0824588458799293,0.0882490519955495,0.08713891990215064,0.09608743214290966,0.09182248260781584,0.0949102562797613,0.13335842402926007
395,0.08374078827191506,0.0896180284116795,0.088505205012999,0.09762004139218003,0.0931461572091844,0.09638472150700629,0.1352149288701327
396,0.08498242886575666,0.0909793994348984,0.08983216770239841,0.09910636740299503,0.09460034703276984,0.09786236856053611,0.13706364996855525
397,0.0862092801368202,0.0922788578577638,0.09108464633841984,0.10043123748595248,0.0959887689978661,0.09929510390014887,0.1388965054666622
398,0.0873680276372763,0.0934920303856236,0.09234267030883603,0.10171393355938091,0.09724816089953209,0.10065504429823584,0.14060463522845107
399,0.08852324411088569,0.09467766524557901,0.09351718767948765,0.10298829797913199,0.09864158731149104,0.10199505012860613,0.14216054853461074
