Wavelength,28MAR,02APR,12APR,12MAY,20MAY,22MAY,16JUN
400,0.0895522477679512,0.0957573821017733,0.09462335948720663,0.1041709361857646,0.09972870157557698,0.10313426967590028,0.14362147974671036
401,0.09051706703309184,0.0967785869192578,0.09564055231267966,0.10527065430557818,0.1007520825027658,0.10423792806873479,0.14498744929361213
402,0.0914723580422251,0.0977784576450578,0.09661364969703393,0.1063273050818387,0.10189857810704528,0.10535158922075452,0.14628838631313296
403,0.0924226892941679,0.0988149026646869,0.0976590815304271,0.107420324835189,0.10297313774989168,0.10646387822747164,0.1476190525824266
404,0.0933890853763858,0.0998979662471815,0.0987104191595262,0.10860116032715994,0.10410636306832481,0.107662037587543,0.14908032917825592
405,0.09443019396431175,0.10099200090841999,0.09977553430683667,0.10983346935481525,0.1052598949629261,0.10887494953338445,0.15056237075772153
406,0.09560858938372675,0.102142582214619,0.10088307850699227,0.11109240819345631,0.10638129930045925,0.11000568826630575,0.15202443649071812
407,0.09677516230617139,0.10337107153579599,0.10207457853274815,0.11241078612118306,0.10765017945747256,0.11133527051156206,0.1537193390587757
408,0.09797495666975356,0.104623822737684,0.10334921114489776,0.11378078198175956,0.10897337190993656,0.11270787452367442,0.15539243133659486
409,0.09919311775775795,0.10587500613181901,0.10458244524440138,0.11516369168934233,0.1103068641317326,0.11405546061989139,0.15700386916163306
410,0.10040058133457949,0.107133979894343,0.10581507417838122,0.1164990126187512,0.11170785016880454,0.11544731734976439,0.1586814706592308
411,0.1017022844994895,0.10841526391611801,0.10709121685845453,0.11784404132025522,0.11314434901575178,0.11678821534398079,0.16037665701786855
412,0.1030046980083825,0.10970689850127699,0.10836441731671508,0.11924603121549286,0.11452468457026253,0.11812958356060733,0.16204862770346262
413,0.10424973867097151,0.111003546909436,0.10963404914150113,0.12068067456239796,0.11590737707506005,0.11950884794607004,0.16370937194855628
414,0.105557189230733,0.112337894783811,0.11097771385959823,0.12216474184394531,0.11735128606467018,0.12093878741460803,0.16540249914110167
415,0.1069036227777625,0.113727301699527,0.11239669812280698,0.123661731053045,0.11882217787065279,0.12240997248743453,0.16717125565091084
416,0.1082994408015075,0.115197235229797,0.11381420721562405,0.1252146129326842,0.12029987271094751,0.12395981462922537,0.16896042140250755
417,0.10976156219821899,0.116669180180514,0.11523390091252322,0.1268233807647935,0.12183109369887277,0.12559909511561979,0.17078370757893369
418,0.11125317537215601,0.11816283397461802,0.11671518391285968,0.12846949230226468,0.12344118586812741,0.127293284668056,0.17265665684946108
419,0.1128137266401425,0.11974399571051199,0.11827124169585268,0.13011944427968558,0.12509764717669095,0.12896394184693555,0.17455930323272079
420,0.11443097273542202,0.12137333273795599,0.11985016739132262,0.13187559780941827,0.12679595728558726,0.13070751393655952,0.17655133761251635
421,0.1160118959788535,0.12305858510831401,0.12148300553362705,0.13375193798604454,0.1285679193293887,0.1325388505821251,0.17859785700822223
422,0.11766767110971652,0.12481057686300999,0.12312829036166498,0.13565580749241785,0.1303969832169318,0.13443729962639764,0.18071487050039403
423,0.11936412663205499,0.126607324127605,0.12480545236364579,0.13755436211464409,0.1322426101790843,0.13634387907321838,0.18283759624204016
424,0.12108090971208951,0.128401943899585,0.12654809115557503,0.13945569840285793,0.13410599678875915,0.13821563748959148,0.18500286790033965
425,0.1230070057444885,0.13034436502321,0.12844994632630358,0.14153981240974856,0.13610040453511624,0.14029388451420038,0.1873554448249759
426,0.125010389388767,0.132351484738617,0.1304436922609725,0.14369094971023422,0.13820302759190914,0.1425402870044773,0.18978995596228726
427,0.1270853355342605,0.134451338933227,0.13253784864771728,0.14592287769225734,0.14043229815155628,0.14479413697522675,0.19228904580296424
428,0.12921766781508498,0.136627777436744,0.13474407281000328,0.1482994116393881,0.14279891546179446,0.14717057101005437,0.19484493201449968
429,0.131406870761916,0.139006314002273,0.1370051754596388,0.15074293443920533,0.1451754487393527,0.14971480507392032,0.19762689582972653
430,0.1336565609941925,0.141341238822919,0.13936016973525037,0.15328676067581554,0.14761638940413288,0.152308918790625,0.2003055509818911
431,0.1359110656954285,0.14367223533964998,0.1416603451488666,0.15575502382587186,0.15006485811353054,0.15484254951457893,0.20301145063423812
432,0.1380792603450425,0.145990311363267,0.14396096519320992,0.15817798155771315,0.15240449712362863,0.15729411000738155,0.20576624047731987
433,0.140244083206149,0.14827025803023097,0.14619379295819976,0.16054011423260628,0.15486822500363787,0.15975939710117948,0.2084808086535624
434,0.142393070329898,0.15049647275705802,0.14834514820122602,0.16287935637962458,0.1572279285062073,0.16205289310961382,0.21111745770427204
435,0.144512225077219,0.152705167014384,0.15049364597407772,0.16517356600766991,0.15957424587740274,0.16436689932698523,0.2136875293041824
436,0.14653788417666452,0.154827253206271,0.15260244818022337,0.1673804178843055,0.1619198861059365,0.1666140180130148,0.21616211262380455
437,0.1484729053202265,0.156954738041999,0.1547145853283995,0.16956573369656683,0.16416419594604342,0.1689082007443818,0.21854482585747914
438,0.150429884475891,0.15907750839090698,0.15673772240250472,0.1717390779551564,0.16642166715999132,0.17119609194421226,0.2209172153576195
439,0.15235347898574403,0.16114750038002898,0.15865988630485878,0.17394281247924676,0.16850707009022914,0.1733889474515014,0.22322806084909044
440,0.15429200206243748,0.163111549611781,0.16060650783987196,0.1760005375926902,0.17051965992648424,0.1755322916345584,0.22549527401409014
441,0.15613820773458098,0.16495399110165,0.16244627747583001,0.17791480146597297,0.17258254013708976,0.17759177340579596,0.22762507216597383
442,0.1578616482011415,0.166706454381836,0.16414396897150735,0.1797290691884998,0.17444076935872596,0.1795160735021925,0.22962835539442522
443,0.159506952070303,0.16836047692319003,0.16573874307286707,0.18148212216211612,0.17623381419549491,0.18127660952693084,0.2315405925153376
444,0.1610595964995245,0.16988725907810998,0.16720495993808807,0.18315952182644915,0.17789057973496464,0.1829228869290238,0.2333981454930065
445,0.16250351686606598,0.171352776489394,0.16857010939119368,0.1847081048271098,0.17931252937433667,0.18443654365042694,0.2351184197186361
446,0.163814351470201,0.17269562283945003,0.1698680539905525,0.18615109026525045,0.18074059649008034,0.18581151462121856,0.23662641210808444
447,0.1649983448910615,0.173919734507814,0.17108492117420948,0.18746439578155427,0.18199972795617114,0.18710896401989996,0.23805715558421783
448,0.16608107688967602,0.175030589177017,0.17219508394904753,0.18862639790534896,0.18316639890676473,0.18828663697568987,0.2393639005830657
449,0.1670660849173835,0.17602224104795802,0.17318508727009913,0.18965503165348538,0.184229611027653,0.18932804215784163,0.2405393976104399
450,0.167940097943437,0.176883519128566,0.17405628660466776,0.19057374686802064,0.18512250502221383,0.1902228193426968,0.24160463136625912
451,0.16866050601849597,0.17763316873263998,0.1748133256541148,0.19134536337064473,0.1859218845556294,0.19099997811628144,0.24253822731354086
452,0.169268567172352,0.178281547081531,0.17547323264536227,0.19205729434621455,0.18661989563112114,0.1917084416280661,0.24332333837140757
453,0.169816166771146,0.178830617775786,0.17605563763878684,0.19271018113232075,0.18721315280163806,0.1923395446477347,0.24413029690513638
454,0.17030114897253,0.17932539841443,0.17658202085530195,0.1932420684256792,0.1877289412079003,0.19288992855268589,0.24484120814753502
455,0.170723610241225,0.17975531250341,0.1770334140782073,0.1937081033207239,0.18817376879294484,0.19339067023452003,0.24548476404467068
456,0.1710786105420125,0.180111686956093,0.17741383997572874,0.19411798283094703,0.18855880372165645,0.19381248587970396,0.24604701569487386
457,0.17136824188940047,0.180376112938154,0.1777390921011543,0.19446611100554473,0.18889401249929652,0.19414429160821142,0.2465311635267497
458,0.17163053541865497,0.180636539332133,0.17803141153721072,0.19478794336426442,0.1891708472256188,0.1944805067049145,0.2470274497176279
459,0.17186766685097202,0.180848095175635,0.1782800245747434,0.1950601531124815,0.1894225408776336,0.19477140364768494,0.24749197568870174
460,0.17207590525245248,0.181025091051198,0.17851276698122415,0.19530786865113203,0.18967127710251805,0.19502366562480158,0.2479853069829585
461,0.17230596436561352,0.18124392442297899,0.17879289291252515,0.1956346291488555,0.18992470324696728,0.19530410973763007,0.24850384985760207
462,0.172537800372041,0.181467364580203,0.17905694173122177,0.195931139589321,0.19019775669355035,0.19558599322486364,0.24902107055689732
463,0.17278664408590452,0.181733878037302,0.17934676560373086,0.1962302703375975,0.1904838332787327,0.1958973816173319,0.24955245320567837
464,0.1730702643076385,0.182016492635163,0.17967890702923792,0.196576555941945,0.19082836551643698,0.19625325955184286,0.25014035520490496
465,0.17338871567664,0.18235746408258396,0.18003951634581833,0.19696518767036436,0.19123358941985724,0.19668700006959738,0.2507939715755695
466,0.1737546632602965,0.182729343335799,0.180451754832205,0.19740715661798303,0.1916891383084233,0.19712772394114902,0.2514687197147853
467,0.1741706152267775,0.1831335532458,0.18091726095133137,0.19789731535658928,0.19219972355967385,0.1975917261429456,0.252160993195232
468,0.17463615320386247,0.18358690767870497,0.18142593825107461,0.19843495895538374,0.19275692525225605,0.19813439833832575,0.2529204233154382
469,0.1751734335186425,0.184105136768867,0.1819731173013732,0.19902508838240512,0.1933635866630955,0.19873123107762114,0.25372423629327306
470,0.175738511347321,0.18467804544175898,0.18257493102930122,0.19968244853891853,0.19401970020000806,0.19939320919066608,0.2545697994668476
471,0.1763515964677005,0.18529930517002802,0.18324127285310177,0.200411193613699,0.19472638999310285,0.20013144107083036,0.2554690738724569
472,0.17703823776433852,0.18597147719692603,0.1839699040624606,0.20116836207005062,0.19548602489224487,0.20090508061177925,0.2564497368418102
473,0.17778249255888454,0.18672308203138502,0.18474893487692332,0.2020050802997934,0.1962925961723105,0.20175321103049465,0.2574865400169538
474,0.17859341586841698,0.187569322381113,0.1856057097548294,0.20294649345801136,0.1971707621824869,0.20269397168841818,0.2585794217959827
475,0.1794832652783575,0.188439884820108,0.18655057843834105,0.20398235659381364,0.19814242299649143,0.20373047054962734,0.259742085654751
476,0.1804821661094835,0.189429912329031,0.18758431508944545,0.20511691642109775,0.19919574024505193,0.2048420524766114,0.2610189581041798
477,0.1815746965884725,0.19051357159867202,0.1886926160685105,0.20634550247345768,0.2003890619434261,0.20603289707562192,0.2623643822290117
478,0.1827492597535315,0.19165594455050602,0.1898741182502206,0.20765779161003345,0.20161319335600614,0.20730319076990866,0.26375889183344636
479,0.1839755232258145,0.192866039074461,0.19114010328539321,0.20904229065511182,0.20285357146896238,0.20864796178053238,0.26519583534184643
480,0.1852909720093805,0.19419168902322895,0.19247811007131238,0.21045711973550335,0.20425324152524774,0.2100302534506906,0.26671286227311486
481,0.1866915885930745,0.19559321799540802,0.19391329889902278,0.21196815245049022,0.20580642035835522,0.21149705023051274,0.2683131058471807
482,0.188173648991513,0.19712387383195804,0.19541562725461695,0.21357894572430458,0.20745004195554897,0.21307135711116354,0.26998852617104474
483,0.1897573224994225,0.198733659697147,0.19702250848969496,0.21528647630484815,0.20919950325427056,0.21478601985207454,0.27176569865224165
484,0.1914801215938015,0.200450335905222,0.1988005672468268,0.21714517939989003,0.21107438961211386,0.21671574918077546,0.27364771878388106
485,0.19334909999072497,0.20229427641610198,0.20068475424613652,0.2191387113495265,0.2130912011358036,0.21883454041912712,0.275715357606485
486,0.19531262832504798,0.204282396545716,0.2026135266073446,0.2211668346808286,0.21515481228887515,0.22103602264909422,0.277920836369554
487,0.19738013761753198,0.20634873812967103,0.20463564840103007,0.22334523548299284,0.21724265019431713,0.22337078743668298,0.2802114624956994
488,0.19954348439314049,0.20843996271653398,0.2067345772443941,0.2255587115027372,0.21943945313576574,0.22568842983354437,0.28247356534510326
489,0.20171634713818548,0.210498823618709,0.20890388873644827,0.22786515303219235,0.22167853279390354,0.2280268098764069,0.2847339686878033
490,0.203879521853718,0.21264457371813,0.21107932826332645,0.23019540335406946,0.22394591043244855,0.23035325870402656,0.2869765040189749
491,0.206043473858885,0.21481339982714803,0.21328834335193106,0.2325736803693345,0.22617615107894487,0.23269498603865033,0.2892374580066381
492,0.20825605172732953,0.21709183209620003,0.21548513665122704,0.2349987963033322,0.22864421830685705,0.23518034101141544,0.29159421504505867
493,0.21065212413692752,0.219485828408055,0.2177551772225893,0.23755428168490964,0.23107526513148083,0.2377282039725402,0.29396862009668
494,0.21305377481058801,0.22188572359961897,0.22001484524653703,0.24007723879191223,0.23356996916829292,0.24031439818425293,0.2963537850612856
495,0.2154603958817995,0.22428181524315,0.22226623116971592,0.24265876526883112,0.23609668646135354,0.24293593473768588,0.2987536982381439
496,0.21789806174120252,0.22674237638916803,0.22462225366383454,0.24521297591385544,0.23862868088875563,0.24558334048846167,0.3011708735598881
497,0.2203319745594125,0.22920699736272,0.2270425428497051,0.24778454785010406,0.24116592742448442,0.24815787748937196,0.30361479847300055
498,0.222778747918423,0.23165992179383102,0.22938657831966272,0.25038436614629417,0.24376091751016357,0.2507926888102856,0.3060434833694225
499,0.225282992646061,0.23415708512990802,0.23191744399021885,0.25304156961680857,0.2464180590266998,0.25354008927437355,0.30853608410831024
500,0.22780282788545148,0.236753972394994,0.23458851659847652,0.25575149394435126,0.24910964310867156,0.25621235880196414,0.31123367424318604
501,0.2303592127302515,0.23946007143989398,0.2371871894631283,0.25844799785407696,0.251377822910173,0.2588823406820848,0.313925231480666
502,0.232889113120162,0.24221835199733102,0.23971141118822958,0.26117186277547777,0.25381896449860775,0.26165232465141436,0.316405277442323
503,0.23549824144743703,0.24492927798038602,0.24224514365197006,0.2639596084758278,0.25634665831412684,0.2643503694687743,0.31882327954943723
504,0.2380891944703235,0.247586048730743,0.24482464525513953,0.26673291146195416,0.25904467050543506,0.2669711924936873,0.3212444469660488
505,0.240658967107019,0.250210085240598,0.24731996341009604,0.2693800163666562,0.26140443489999454,0.2695953216825035,0.3236269867304046
506,0.24316801130082852,0.25278577283022696,0.24989679991940572,0.2721065075693143,0.26391046296564674,0.2722968851501838,0.32593039360620535
507,0.24568429342563752,0.255399689648792,0.2525457660608051,0.2749509975745139,0.2662999098458241,0.2747588040612259,0.32845043333658147
508,0.24824476371426202,0.258065425549814,0.2550000308734568,0.2776721991804129,0.26891481230074243,0.27749865296300236,0.33105886373443594
509,0.25090798370713496,0.260667057805622,0.2574018909542317,0.2803125861626504,0.27165313425355797,0.2802326615415679,0.33369080857832634
510,0.25358383361073344,0.26331021418822004,0.25981419277197426,0.2830180791068539,0.27423311962177715,0.28302698380349867,0.33620827480769766
511,0.25627165570773847,0.26600878952830104,0.2623487128344821,0.2857655228820851,0.27683459090717405,0.2857298945766099,0.3387297294223286
512,0.25882941755703653,0.268639182699755,0.2649534042627825,0.2884684173544708,0.279632040258883,0.2883171249988008,0.3410919145574267
513,0.2614333930578865,0.271283691203214,0.26760464173572945,0.2910722624156733,0.2824312102154239,0.29084534806449924,0.3434184278161595
514,0.26412880942433,0.273951961367063,0.27031021963514945,0.2938075230978019,0.2852335905981481,0.29345835891995353,0.34582876447771616
515,0.26678869571941,0.276619572959358,0.2730088406970049,0.29646322366040523,0.2877394992271252,0.2962577243771473,0.3483856004811975
516,0.269448436233669,0.27939895305291496,0.27576584545473404,0.2992437486051159,0.29023870487571685,0.2988599833825816,0.35100712204079765
517,0.272130392000825,0.28223792359410604,0.2784705661929326,0.3021621941260857,0.2930991287033242,0.30154150679386993,0.3536795965102961
518,0.27490460268957106,0.285074773549287,0.28129457827882054,0.3049692195037512,0.2956477675277634,0.3039631571804522,0.3563008361355685
519,0.2776083058927195,0.287853786771109,0.28411887766777244,0.3077957271602648,0.29848150696149645,0.30641601995064804,0.35893582806699725
520,0.280295023948836,0.290471722879649,0.28676498725204347,0.3104104293298633,0.3011688385091547,0.30922508382057656,0.36153395091106977
521,0.28296723207765406,0.293210461278422,0.2893573328658101,0.31301915153234644,0.30382232799186926,0.3121044166986598,0.36407379200430084
522,0.285637120633729,0.295896534454065,0.29203729190491445,0.3156813657188209,0.30659363550666374,0.3149590492754669,0.3665342239179175
523,0.28836256755154654,0.298556704829683,0.29464486455340044,0.3182818459423017,0.30944276313479613,0.31784841534863584,0.369042249508789
524,0.2911719893803285,0.30126268508456105,0.29733638539390184,0.3209994013046422,0.3124130866634493,0.3206455710863675,0.3716571996468138
525,0.2940923503982115,0.30420336896365996,0.30010887186763185,0.32386444968610006,0.31528757763826104,0.32334159912375016,0.3743038071907051
526,0.2970012790514215,0.30714249540753996,0.3028763968692017,0.32689765144209737,0.3181163512435091,0.32591337389232333,0.37682019617355106
527,0.30004135239547247,0.31023437221205497,0.30591803047663635,0.3299177775940531,0.32098447100412975,0.32854497544020217,0.37937819742983325
528,0.30313346740829505,0.31330172786960697,0.3089936923097865,0.332722958408733,0.3240104148676457,0.33117471230697426,0.38211863269797475
529,0.3061465725883955,0.316416455148764,0.3120301237378202,0.3352534429132817,0.3270843512402273,0.33384588012598027,0.3846434021551932
530,0.308976762231154,0.31952294635351397,0.31500491258329694,0.337703370189617,0.33007944597719724,0.33653623648666164,0.38703031570588575
531,0.311912774402689,0.322483772660982,0.31801883597957153,0.3403029318512891,0.3330714680620166,0.3394287879391291,0.38943206433255984
532,0.31500443243419396,0.325444790490745,0.3211062326236075,0.34342770086797947,0.33614701953427223,0.3424349606541978,0.391890346545222
533,0.31815278315999296,0.328660250726228,0.3242698610973545,0.3466283767851377,0.3394692240946893,0.345673096132829,0.39451325688103056
534,0.321343776341934,0.331766545981921,0.32739656727399447,0.34963987065042335,0.34283301003623223,0.3489908358765895,0.39701226351014013
535,0.32447200539762944,0.335018750463287,0.3302168261825489,0.3525010512973408,0.34621379672598723,0.3521915478440281,0.39949396132764187
536,0.3277234196327375,0.33834244561698196,0.3330988557891611,0.3557465261084388,0.34911987608543477,0.3550544037892467,0.40206735468861055
537,0.33095676730530954,0.341597623158506,0.3360925496711215,0.3591208047961356,0.3523696374435077,0.35818277726143444,0.4045380419231649
538,0.33419666859275854,0.344864635823868,0.338957302393166,0.36247162711946634,0.3558305877320116,0.36132097831739324,0.407386580988392
539,0.337631900201537,0.34823066252046697,0.3422366403942525,0.3656160345904168,0.35909168445349426,0.36463928087116204,0.41045018473739636
540,0.34107920725182794,0.35168295480883194,0.34554614478083373,0.369241954434122,0.3624035997043463,0.3675659024862865,0.41308144730891005
541,0.3445007006250985,0.355216215113112,0.34892837034845,0.3727617894710008,0.3657456553065517,0.37068678062179394,0.4155589349008416
542,0.34772372364135795,0.35878636104941203,0.3522218089767937,0.37601405434983315,0.36908945304342144,0.37372056936366893,0.4181532573777922
543,0.350919391090073,0.36218245111555897,0.3554733772560723,0.3791930615301196,0.3724604136859757,0.37686285998566804,0.4209655811080347
544,0.353764965651839,0.3656347395776571,0.35868828695397414,0.3824768518669923,0.3757117014885892,0.3802219950268768,0.4238529768874781
545,0.35691313158828397,0.369024438021284,0.3618155455322213,0.3853771464641049,0.3788575151619792,0.3833633227395116,0.4268217328118355
546,0.36042148711464106,0.37241032700443605,0.36488124676571826,0.3883510693726894,0.3821312163986057,0.386619246713915,0.4296541733731804
547,0.36391607035637547,0.37594558336241707,0.3679960522273159,0.3914589229408977,0.3854554875390584,0.3899277906343963,0.43234349953318896
548,0.36728420851499655,0.379043048857633,0.3713701110720217,0.39461297750207736,0.38888407858649854,0.3932314430089664,0.435142243881246
549,0.3705377052871085,0.38242164110140003,0.3747133642974521,0.39788172562933133,0.3922894125321874,0.3965672132614245,0.4379278163519956
550,0.37387036741826,0.38556217311416,0.3779691377573031,0.4011088521299646,0.3958172494583815,0.3998605311606679,0.44060979650067983
551,0.376993859940954,0.38884576004832105,0.38124632554964694,0.4042079707113905,0.398867811970067,0.40315765309167434,0.4429795081166081
552,0.38030896370319345,0.3921789903195871,0.3845065617737155,0.4071883667188944,0.4022734565406043,0.4064239154534224,0.44547471329367727
553,0.38362496026730547,0.395377913056901,0.3877378178362923,0.41035721709885953,0.40555122956254086,0.40967747533350374,0.44784721662734095
554,0.3867087297609315,0.398539480591238,0.3909309033317553,0.4135951829122285,0.4087152114023836,0.41290268749766024,0.45050641856529106
555,0.38974542578914695,0.40160793025132896,0.3939791463321413,0.41683759771231826,0.411861709316077,0.41606484869952787,0.45305938036618554
556,0.3927836318115125,0.404794705559445,0.396949598967521,0.42001569000343886,0.4149117251881704,0.4189789632060159,0.45542651239234666
557,0.39587782696365703,0.40802136965596797,0.3999258119992994,0.4233648584117983,0.41779334669043205,0.42191495025612,0.4578854350953498
558,0.39906285961586696,0.41125509650747205,0.40293817840306645,0.4267472562288821,0.4207044374414218,0.425141956413711,0.46017757310931967
559,0.4021021728545605,0.414437908587748,0.4059299924563743,0.43003103746845206,0.4235321685715272,0.42821768144801303,0.4624414586730601
560,0.40514300954815297,0.41761709349622705,0.4090434420599903,0.43300020169493736,0.4265841164120649,0.43108693576757307,0.46473561120291795
561,0.4080326346102435,0.42055039011228396,0.4119480588223615,0.43565842395558496,0.4296708272024312,0.4340451997300423,0.46710375754901057
562,0.41106785131653156,0.42347042754033504,0.414578829024451,0.4383875385893482,0.43264291927651377,0.4369348115891998,0.4696727231175104
563,0.41392094367313,0.426265459138216,0.4172189679204881,0.4412213333751398,0.4355074015437321,0.43957685256380236,0.4719198780465033
564,0.41671254450315354,0.429064755793786,0.4198412191833264,0.4439666816083492,0.4382195064482837,0.4421029718120879,0.47422038375048936
565,0.419351025018438,0.431640479526536,0.422393305683618,0.4465746907996557,0.44090073307248223,0.44464344165402175,0.47644086692084886
