Time of day (hours)   Insolation
for 26/3/18 at Lake George add 8 minutes (12:08=Solar meridian)
0	0
0.125	0
0.25	0
0.375	0
0.5	0
0.625	0
0.75	0
0.875	0
1	0
1.125	0
1.25	0
1.375	0
1.5	0
1.625	0
1.75	0
1.875	0
2	0
2.125	0
2.25	0
2.375	0
2.5	0
2.625	0
2.75	0
2.875	0
3	0
3.125	0
3.25	0
3.375	0
3.5	0
3.625	0
3.75	0
3.875	0
4	0
4.125	0
4.25	0
4.375	0
4.5	0
4.625	0
4.75	0
4.875	0
5	0
5.125	0
5.25	0
5.375	0
5.5	0
5.625	0
5.75	0
5.875	0
6	0
6.125	2.2606329448759688e-10
6.25	0.0021428897125880244
6.375	0.03130857120583883
6.5	0.09441037061713488
6.625	0.17227191968681135
6.75	0.25143393315830964
6.875	0.3259122132234236
7	0.39366924435502554
7.125	0.45442063986317605
7.25	0.5085880796230843
7.375	0.5568318787486318
7.5	0.5998499695491487
7.625	0.6382966773411519
7.75	0.6727548282529532
7.875	0.7037310785710709
8	0.7316607704613838
8.125	0.7569161087173165
8.25	0.7798149097598853
8.375	0.8006287785512071
8.5	0.8195903096694278
8.625	0.8368992419877572
8.75	0.8527276368174608
8.875	0.8672241993531054
9	0.8805178720130301
9.125	0.8927208194767626
9.25	0.9039309101443284
9.375	0.9142337825683498
9.5	0.9237045703642403
9.625	0.9324093459874128
9.75	0.9404063327175786
9.875	0.9477469250611932
10	0.9544765503230449
10.125	0.960635398038314
10.25	0.9662590390482365
10.375	0.9713789520297165
10.5	0.9760229720710379
10.625	0.9802156732739963
10.75	0.9839786952371856
10.875	0.9873310215393157
11	0.9902892169178487
11.125	0.9928676286649977
11.25	0.9950785567905396
11.375	0.996932396689057
11.5	0.9984377573659459
11.625	0.9996015576956728
11.75	1.00042910268592
11.875	1.0009241412847176
12	1.0010889068795226
12.125	1.0009241412847176
12.25	1.00042910268592
12.375	0.9996015576956728
12.5	0.9984377573659459
12.625	0.996932396689057
12.75	0.9950785567905396
12.875	0.9928676286649977
13	0.9902892169178487
13.125	0.9873310215393157
13.25	0.9839786952371856
13.375	0.9802156732739963
13.5	0.9760229720710379
13.625	0.9713789520297165
13.75	0.9662590390482365
13.875	0.960635398038314
14	0.9544765503230449
14.125	0.9477469250611932
14.25	0.9404063327175786
14.375	0.9324093459874128
14.5	0.9237045703642403
14.625	0.9142337825683498
14.75	0.9039309101443284
14.875	0.8927208194767626
15	0.8805178720130301
15.125	0.8672241993531054
15.25	0.8527276368174608
15.375	0.8368992419877572
15.5	0.8195903096694278
15.625	0.8006287785512071
15.75	0.7798149097598853
15.875	0.7569161087173165
16	0.7316607704613838
16.125	0.7037310785710709
16.25	0.6727548282529532
16.375	0.6382966773411519
16.5	0.5998499695491487
16.625	0.5568318787486318
16.75	0.5085880796230843
16.875	0.45442063986317605
17	0.39366924435502554
17.125	0.3259122132234236
17.25	0.25143393315830964
17.375	0.17227191968681135
17.5	0.09441037061713488
17.625	0.03130857120583883
17.75	0.0021428897125880244
17.875	2.2606329448759688e-10
18	0
18.125	0
18.25	0
18.375	0
18.5	0
18.625	0
18.75	0
18.875	0
19	0
19.125	0
19.25	0
19.375	0
19.5	0
19.625	0
19.75	0
19.875	0
20	0
20.125	0
20.25	0
20.375	0
20.5	0
20.625	0
20.75	0
20.875	0
21	0
21.125	0
21.25	0
21.375	0
21.5	0
21.625	0
21.75	0
21.875	0
22	0
22.125	0
22.25	0
22.375	0
22.5	0
22.625	0
22.75	0
22.875	0
23	0
23.125	0
23.25	0
23.375	0
23.5	0
23.625	0
23.75	0
23.875	0
24	0
24.125	0
24.25	0
24.375	0
24.5	0
24.625	0
24.75	0
24.875	0
